"","GO.ID","Term","Annotated","Significant","Expected","classic","KS"
"3594","GO:0009059","macromolecule biosynthetic process",3398,285,331.76,"0.99946","0.13608"
"3595","GO:0015833","peptide transport",1144,110,111.69,"0.99947","0.10912"
"3596","GO:0044248","cellular catabolic process",1525,107,148.89,"0.99949","0.11927"
"3597","GO:0036503","ERAD pathway",79,1,7.71,"0.99971","0.38123"
"3598","GO:0006888","endoplasmic reticulum to Golgi vesicle-m...",125,3,12.2,"0.99972","0.03815"
"3599","GO:0000398","mRNA splicing, via spliceosome",257,9,25.09,"0.99982","0.01001"
"3600","GO:0002252","immune effector process",574,45,56.04,"0.99990","0.40839"
"3601","GO:0048477","oogenesis",608,52,59.36,"0.99997","0.00077"
"3602","GO:0043161","proteasome-mediated ubiquitin-dependent ...",318,9,31.05,"0.99999","0.18356"
"3603","GO:0032292","peripheral nervous system axon ensheathm...",29,2,2.83,"1.00000","1.00000"
"3604","GO:1900242","regulation of synaptic vesicle endocytos...",13,2,1.27,"1.00000","0.40067"
"3605","GO:0060043","regulation of cardiac muscle cell prolif...",38,7,3.71,"1.00000","0.82701"
"3606","GO:0060046","regulation of acrosome reaction",19,2,1.86,"1.00000","0.15837"
"3607","GO:0060047","heart contraction",147,38,14.35,"1.00000","0.17854"
"3608","GO:0048762","mesenchymal cell differentiation",136,25,13.28,"1.00000","0.47054"
"3609","GO:0048753","pigment granule organization",22,1,2.15,"1.00000","1.00000"
"3610","GO:0043063","intercellular bridge organization",14,1,1.37,"1.00000","1.00000"
"3611","GO:0043067","regulation of programmed cell death",974,115,95.1,"1.00000","0.85656"
"3612","GO:0051052","regulation of DNA metabolic process",333,23,32.51,"1.00000","0.24470"
"3613","GO:0051055","negative regulation of lipid biosyntheti...",32,3,3.12,"1.00000","0.08278"
"3614","GO:0051057","positive regulation of small GTPase medi...",49,8,4.78,"1.00000","1.00000"
"3615","GO:1904580","regulation of intracellular mRNA localiz...",18,1,1.76,"1.00000","0.24456"
"3616","GO:0051058","negative regulation of small GTPase medi...",56,6,5.47,"1.00000","0.33299"
"3617","GO:0043050","nematode pharyngeal pumping",48,6,4.69,"1.00000","0.45440"
"3618","GO:0035459","vesicle cargo loading",25,5,2.44,"1.00000","0.23647"
"3619","GO:0043056","forward locomotion",13,3,1.27,"1.00000","0.80145"
"3620","GO:2001038","regulation of cellular response to drug",28,3,2.73,"1.00000","0.82936"
"3621","GO:0008202","steroid metabolic process",164,17,16.01,"1.00000","0.82521"
"3622","GO:0008207","C21-steroid hormone metabolic process",23,3,2.25,"1.00000","0.04422"
"3623","GO:0019751","polyol metabolic process",66,11,6.44,"1.00000","0.74833"
"3624","GO:0019752","carboxylic acid metabolic process",598,42,58.38,"1.00000","0.20248"
"3625","GO:0032253","dense core granule localization",29,4,2.83,"1.00000","0.49959"
"3626","GO:0060008","Sertoli cell differentiation",16,2,1.56,"1.00000","0.06569"
"3627","GO:0032259","methylation",225,18,21.97,"1.00000","0.04483"
"3628","GO:0044409","symbiont entry into host",36,2,3.51,"1.00000","1.00000"
"3629","GO:0048729","tissue morphogenesis",810,117,79.08,"1.00000","0.06254"
"3630","GO:1902019","regulation of cilium-dependent cell moti...",11,1,1.07,"1.00000","1.00000"
"3631","GO:0061640","cytoskeleton-dependent cytokinesis",143,6,13.96,"1.00000","0.50762"
"3632","GO:0048710","regulation of astrocyte differentiation",30,3,2.93,"1.00000","0.59307"
"3633","GO:0032271","regulation of protein polymerization",135,16,13.18,"1.00000","1.00000"
"3634","GO:0032272","negative regulation of protein polymeriz...",37,2,3.61,"1.00000","1.00000"
"3635","GO:0032273","positive regulation of protein polymeriz...",75,13,7.32,"1.00000","0.92059"
"3636","GO:0016556","mRNA modification",24,2,2.34,"1.00000","0.75183"
"3637","GO:0051049","regulation of transport",1070,143,104.47,"1.00000","1.00000"
"3638","GO:0048736","appendage development",361,58,35.25,"1.00000","1.00000"
"3639","GO:0048737","imaginal disc-derived appendage developm...",244,38,23.82,"1.00000","0.80964"
"3640","GO:0032210","regulation of telomere maintenance via t...",52,5,5.08,"1.00000","0.85680"
"3641","GO:0043030","regulation of macrophage activation",21,1,2.05,"1.00000","0.90407"
"3642","GO:1903169","regulation of calcium ion transmembrane ...",95,17,9.28,"1.00000","0.38092"
"3643","GO:0071071","regulation of phospholipid biosynthetic ...",20,1,1.95,"1.00000","0.14480"
"3644","GO:0140053","mitochondrial gene expression",65,1,6.35,"1.00000","0.18345"
"3645","GO:0140056","organelle localization by membrane tethe...",133,7,12.99,"1.00000","0.23400"
"3646","GO:0010962","regulation of glucan biosynthetic proces...",18,4,1.76,"1.00000","0.15734"
"3647","GO:1902003","regulation of amyloid-beta formation",19,3,1.86,"1.00000","0.87922"
"3648","GO:0071025","RNA surveillance",23,2,2.25,"1.00000","0.80726"
"3649","GO:0120031","plasma membrane bounded cell projection ...",535,56,52.23,"1.00000","0.13594"
"3650","GO:0120035","regulation of plasma membrane bounded ce...",621,86,60.63,"1.00000","0.11731"
"3651","GO:0010955","negative regulation of protein processin...",26,3,2.54,"1.00000","0.28456"
"3652","GO:0120036","plasma membrane bounded cell projection ...",1424,189,139.03,"1.00000","0.81759"
"3653","GO:0120039","plasma membrane bounded cell projection ...",807,112,78.79,"1.00000","0.71338"
"3654","GO:0032239","regulation of nucleobase-containing comp...",23,4,2.25,"1.00000","0.29754"
"3655","GO:0048707","instar larval or pupal morphogenesis",336,45,32.8,"1.00000","1.00000"
"3656","GO:0048708","astrocyte differentiation",50,6,4.88,"1.00000","0.66580"
"3657","GO:1903170","negative regulation of calcium ion trans...",22,7,2.15,"1.00000","0.15832"
"3658","GO:0016545","male courtship behavior, veined wing vib...",11,2,1.07,"1.00000","1.00000"
"3659","GO:0010970","transport along microtubule",147,16,14.35,"1.00000","1.00000"
"3660","GO:0140029","exocytic process",86,10,8.4,"1.00000","0.21200"
"3661","GO:0043009","chordate embryonic development",522,68,50.96,"1.00000","0.49643"
"3662","GO:0003081","regulation of systemic arterial blood pr...",16,1,1.56,"1.00000","0.20987"
"3663","GO:0140013","meiotic nuclear division",296,19,28.9,"1.00000","1.00000"
"3664","GO:0140014","mitotic nuclear division",293,17,28.61,"1.00000","0.52759"
"3665","GO:0032200","telomere organization",162,9,15.82,"1.00000","0.22412"
"3666","GO:0010921","regulation of phosphatase activity",91,7,8.88,"1.00000","0.47291"
"3667","GO:1903115","regulation of actin filament-based movem...",13,5,1.27,"1.00000","1.00000"
"3668","GO:0032205","negative regulation of telomere maintena...",47,5,4.59,"1.00000","0.30011"
"3669","GO:0032206","positive regulation of telomere maintena...",40,1,3.91,"1.00000","0.55950"
"3670","GO:0072163","mesonephric epithelium development",63,14,6.15,"1.00000","1.00000"
"3671","GO:0035195","miRNA-mediated post-transcriptional gene...",68,4,6.64,"1.00000","0.26108"
"3672","GO:0035196","miRNA processing",33,4,3.22,"1.00000","0.25906"
"3673","GO:0030951","establishment or maintenance of microtub...",30,2,2.93,"1.00000","0.37636"
"3674","GO:0030952","establishment or maintenance of cytoskel...",43,4,4.2,"1.00000","0.61318"
"3675","GO:1903131","mononuclear cell differentiation",188,26,18.36,"1.00000","1.00000"
"3676","GO:0010948","negative regulation of cell cycle proces...",320,21,31.24,"1.00000","0.16651"
"3677","GO:0003012","muscle system process",287,48,28.02,"1.00000","0.81284"
"3678","GO:0003013","circulatory system process",297,57,29,"1.00000","1.00000"
"3679","GO:0003014","renal system process",76,14,7.42,"1.00000","0.64785"
"3680","GO:0003044","regulation of systemic arterial blood pr...",37,9,3.61,"1.00000","0.78369"
"3681","GO:0072170","metanephric tubule development",23,4,2.25,"1.00000","1.00000"
"3682","GO:0072171","mesonephric tubule morphogenesis",50,11,4.88,"1.00000","1.00000"
"3683","GO:0072175","epithelial tube formation",119,19,11.62,"1.00000","0.86724"
"3684","GO:0035167","larval lymph gland hemopoiesis",29,2,2.83,"1.00000","0.17546"
"3685","GO:0035168","larval lymph gland hemocyte differentiat...",15,2,1.46,"1.00000","0.86579"
"3686","GO:0048856","anatomical structure development",3886,447,379.4,"1.00000","0.33779"
"3687","GO:0048858","cell projection morphogenesis",808,112,78.89,"1.00000","0.77678"
"3688","GO:0035150","regulation of tube size",144,26,14.06,"1.00000","0.28470"
"3689","GO:0048859","formation of anatomical boundary",50,8,4.88,"1.00000","0.53494"
"3690","GO:0007351","tripartite regional subdivision",125,14,12.2,"1.00000","1.00000"
"3691","GO:0048881","mechanosensory lateral line system devel...",18,4,1.76,"1.00000","1.00000"
"3692","GO:0048882","lateral line development",19,4,1.86,"1.00000","1.00000"
"3693","GO:0072111","cell proliferation involved in kidney de...",13,3,1.27,"1.00000","0.87761"
"3694","GO:0072112","podocyte differentiation",16,4,1.56,"1.00000","0.02242"
"3695","GO:0010907","positive regulation of glucose metabolic...",26,4,2.54,"1.00000","0.15103"
"3696","GO:0048870","cell motility",1058,135,103.3,"1.00000","0.51831"
"3697","GO:0032768","regulation of monooxygenase activity",23,4,2.25,"1.00000","0.28626"
"3698","GO:0048871","multicellular organismal-level homeostas...",624,81,60.92,"1.00000","1.00000"
"3699","GO:0048878","chemical homeostasis",695,95,67.86,"1.00000","0.18225"
"3700","GO:0035172","hemocyte proliferation",36,3,3.51,"1.00000","0.50092"
"3701","GO:0003002","regionalization",637,91,62.19,"1.00000","0.85851"
"3702","GO:0003008","system process",1215,200,118.62,"1.00000","1.00000"
"3703","GO:0035120","post-embryonic appendage morphogenesis",237,36,23.14,"1.00000","0.64323"
"3704","GO:0019882","antigen processing and presentation",86,2,8.4,"1.00000","0.53819"
"3705","GO:0032784","regulation of DNA-templated transcriptio...",38,1,3.71,"1.00000","0.58382"
"3706","GO:0019884","antigen processing and presentation of e...",64,2,6.25,"1.00000","0.42567"
"3707","GO:0035126","post-embryonic genitalia morphogenesis",18,1,1.76,"1.00000","1.00000"
"3708","GO:0032786","positive regulation of DNA-templated tra...",25,1,2.44,"1.00000","0.88126"
"3709","GO:0047497","mitochondrion transport along microtubul...",28,2,2.73,"1.00000","0.83759"
"3710","GO:0035113","embryonic appendage morphogenesis",122,20,11.91,"1.00000","0.37872"
"3711","GO:0035114","imaginal disc-derived appendage morphoge...",238,38,23.24,"1.00000","1.00000"
"3712","GO:0007315","pole plasm assembly",53,2,5.17,"1.00000","0.43174"
"3713","GO:0007316","pole plasm RNA localization",36,2,3.51,"1.00000","1.00000"
"3714","GO:0048840","otolith development",19,1,1.86,"1.00000","0.24618"
"3715","GO:0021988","olfactory lobe development",34,5,3.32,"1.00000","0.24455"
"3716","GO:0007340","acrosome reaction",21,2,2.05,"1.00000","0.91435"
"3717","GO:0035146","tube fusion",15,1,1.46,"1.00000","1.00000"
"3718","GO:0031396","regulation of protein ubiquitination",140,7,13.67,"1.00000","0.08398"
"3719","GO:0048839","inner ear development",170,26,16.6,"1.00000","0.39234"
"3720","GO:0031399","regulation of protein modification proce...",1017,104,99.29,"1.00000","0.89065"
"3721","GO:0032732","positive regulation of interleukin-1 pro...",21,5,2.05,"1.00000","0.41553"
"3722","GO:0019835","cytolysis",16,1,1.56,"1.00000","0.83502"
"3723","GO:0048805","imaginal disc-derived genitalia morphoge...",18,1,1.76,"1.00000","1.00000"
"3724","GO:0031365","N-terminal protein amino acid modificati...",20,1,1.95,"1.00000","0.30672"
"3725","GO:1905097","regulation of guanyl-nucleotide exchange...",26,6,2.54,"1.00000","0.67740"
"3726","GO:0035107","appendage morphogenesis",342,56,33.39,"1.00000","1.00000"
"3727","GO:0007308","oocyte construction",115,10,11.23,"1.00000","0.47544"
"3728","GO:0007309","oocyte axis specification",109,10,10.64,"1.00000","0.73064"
"3729","GO:0044281","small molecule metabolic process",1206,104,117.75,"1.00000","0.42249"
"3730","GO:0044282","small molecule catabolic process",283,21,27.63,"1.00000","0.23443"
"3731","GO:1903224","regulation of endodermal cell differenti...",16,2,1.56,"1.00000","0.54507"
"3732","GO:0044272","sulfur compound biosynthetic process",103,1,10.06,"1.00000","0.27902"
"3733","GO:0048592","eye morphogenesis",360,61,35.15,"1.00000","0.50728"
"3734","GO:0035296","regulation of tube diameter",97,21,9.47,"1.00000","1.00000"
"3735","GO:0031326","regulation of cellular biosynthetic proc...",2469,246,241.06,"1.00000","0.15575"
"3736","GO:0001991","regulation of systemic arterial blood pr...",11,1,1.07,"1.00000","0.69584"
"3737","GO:0000375","RNA splicing, via transesterification re...",258,9,25.19,"1.00000","0.69502"
"3738","GO:0000377","RNA splicing, via transesterification re...",257,9,25.09,"1.00000","1.00000"
"3739","GO:0032890","regulation of organic acid transport",56,10,5.47,"1.00000","1.00000"
"3740","GO:0032892","positive regulation of organic acid tran...",35,4,3.42,"1.00000","1.00000"
"3741","GO:0044242","cellular lipid catabolic process",119,5,11.62,"1.00000","0.59515"
"3742","GO:0044249","cellular biosynthetic process",3971,345,387.7,"1.00000","0.59857"
"3743","GO:0031341","regulation of cell killing",32,6,3.12,"1.00000","1.00000"
"3744","GO:0031343","positive regulation of cell killing",26,5,2.54,"1.00000","0.86425"
"3745","GO:0031344","regulation of cell projection organizati...",625,86,61.02,"1.00000","0.31521"
"3746","GO:0031345","negative regulation of cell projection o...",160,23,15.62,"1.00000","0.27441"
"3747","GO:0048566","embryonic digestive tract development",41,2,4,"1.00000","0.25928"
"3748","GO:0031347","regulation of defense response",366,44,35.73,"1.00000","1.00000"
"3749","GO:0031348","negative regulation of defense response",103,13,10.06,"1.00000","0.57097"
"3750","GO:0031349","positive regulation of defense response",221,25,21.58,"1.00000","0.82144"
"3751","GO:0050994","regulation of lipid catabolic process",29,3,2.83,"1.00000","0.15483"
"3752","GO:0035265","organ growth",174,24,16.99,"1.00000","0.40140"
"3753","GO:0044238","primary metabolic process",5334,479,520.78,"1.00000","1.00000"
"3754","GO:0001963","synaptic transmission, dopaminergic",19,2,1.86,"1.00000","0.22769"
"3755","GO:0007455","eye-antennal disc morphogenesis",28,3,2.73,"1.00000","0.53557"
"3756","GO:0048582","positive regulation of post-embryonic de...",42,5,4.1,"1.00000","0.67085"
"3757","GO:0001952","regulation of cell-matrix adhesion",77,8,7.52,"1.00000","0.39312"
"3758","GO:0007483","genital disc morphogenesis",18,1,1.76,"1.00000","1.00000"
"3759","GO:0007484","imaginal disc-derived genitalia developm...",27,2,2.64,"1.00000","1.00000"
"3760","GO:0035285","appendage segmentation",19,3,1.86,"1.00000","1.00000"
"3761","GO:0001959","regulation of cytokine-mediated signalin...",68,8,6.64,"1.00000","0.61114"
"3762","GO:0035272","exocrine system development",140,19,13.67,"1.00000","0.09481"
"3763","GO:0050962","detection of light stimulus involved in ...",21,8,2.05,"1.00000","0.77480"
"3764","GO:0072243","metanephric nephron epithelium developme...",21,4,2.05,"1.00000","0.88483"
"3765","GO:0007478","leg disc morphogenesis",62,9,6.05,"1.00000","0.26829"
"3766","GO:0048523","negative regulation of cellular process",2814,290,274.74,"1.00000","0.47439"
"3767","GO:0048524","positive regulation of viral process",66,7,6.44,"1.00000","0.38302"
"3768","GO:0050951","sensory perception of temperature stimul...",24,5,2.34,"1.00000","0.66952"
"3769","GO:0032881","regulation of polysaccharide metabolic p...",30,8,2.93,"1.00000","1.00000"
"3770","GO:0050953","sensory perception of light stimulus",101,22,9.86,"1.00000","0.05936"
"3771","GO:0050954","sensory perception of mechanical stimulu...",174,34,16.99,"1.00000","0.21614"
"3772","GO:0032885","regulation of polysaccharide biosyntheti...",20,4,1.95,"1.00000","0.16128"
"3773","GO:0072236","metanephric loop of Henle development",13,3,1.27,"1.00000","1.00000"
"3774","GO:0032886","regulation of microtubule-based process",223,24,21.77,"1.00000","0.00895"
"3775","GO:0048511","rhythmic process",264,39,25.78,"1.00000","0.66164"
"3776","GO:0048512","circadian behavior",124,23,12.11,"1.00000","0.31485"
"3777","GO:0048513","animal organ development",2426,284,236.86,"1.00000","0.56015"
"3778","GO:0006094","gluconeogenesis",33,2,3.22,"1.00000","0.63518"
"3779","GO:0006096","glycolytic process",56,6,5.47,"1.00000","0.14181"
"3780","GO:0032872","regulation of stress-activated MAPK casc...",149,15,14.55,"1.00000","0.10506"
"3781","GO:0035215","genital disc development",33,2,3.22,"1.00000","0.59459"
"3782","GO:0032878","regulation of establishment or maintenan...",24,4,2.34,"1.00000","0.10960"
"3783","GO:0046031","ADP metabolic process",59,6,5.76,"1.00000","0.14300"
"3784","GO:0008592","regulation of Toll signaling pathway",17,3,1.66,"1.00000","0.61501"
"3785","GO:0046032","ADP catabolic process",56,6,5.47,"1.00000","1.00000"
"3786","GO:0000305","response to oxygen radical",39,8,3.81,"1.00000","0.08356"
"3787","GO:0060390","regulation of SMAD protein signal transd...",12,2,1.17,"1.00000","1.00000"
"3788","GO:0001910","regulation of leukocyte mediated cytotox...",29,6,2.83,"1.00000","0.34118"
"3789","GO:0007442","hindgut morphogenesis",42,3,4.1,"1.00000","0.23309"
"3790","GO:0044793","negative regulation by host of viral pro...",27,4,2.64,"1.00000","0.09336"
"3791","GO:0001913","T cell mediated cytotoxicity",15,1,1.46,"1.00000","0.44526"
"3792","GO:0050974","detection of mechanical stimulus involve...",46,7,4.49,"1.00000","0.74194"
"3793","GO:0044794","positive regulation by host of viral pro...",13,2,1.27,"1.00000","0.16374"
"3794","GO:0001914","regulation of T cell mediated cytotoxici...",14,1,1.37,"1.00000","0.11736"
"3795","GO:0007446","imaginal disc growth",39,3,3.81,"1.00000","0.16037"
"3796","GO:0048532","anatomical structure arrangement",25,4,2.44,"1.00000","0.52227"
"3797","GO:0007431","salivary gland development",127,17,12.4,"1.00000","0.08620"
"3798","GO:0050922","negative regulation of chemotaxis",30,2,2.93,"1.00000","0.49752"
"3799","GO:0072207","metanephric epithelium development",25,4,2.44,"1.00000","1.00000"
"3800","GO:0035239","tube morphogenesis",782,112,76.35,"1.00000","0.00216"
"3801","GO:0033993","response to lipid",543,56,53.02,"1.00000","0.50374"
"3802","GO:0006063","uronic acid metabolic process",10,1,0.98,"1.00000","1.00000"
"3803","GO:0006066","alcohol metabolic process",203,22,19.82,"1.00000","1.00000"
"3804","GO:0001936","regulation of endothelial cell prolifera...",59,7,5.76,"1.00000","0.50189"
"3805","GO:0000491","small nucleolar ribonucleoprotein comple...",12,1,1.17,"1.00000","0.16783"
"3806","GO:0006082","organic acid metabolic process",637,45,62.19,"1.00000","0.67409"
"3807","GO:0070988","demethylation",29,1,2.83,"1.00000","0.10526"
"3808","GO:0060350","endochondral bone morphogenesis",24,3,2.34,"1.00000","1.00000"
"3809","GO:0035203","regulation of lamellocyte differentiatio...",10,1,0.98,"1.00000","1.00000"
"3810","GO:0070972","protein localization to endoplasmic reti...",63,1,6.15,"1.00000","0.34177"
"3811","GO:0055123","digestive system development",240,28,23.43,"1.00000","0.24499"
"3812","GO:0044782","cilium organization",386,38,37.69,"1.00000","0.54775"
"3813","GO:0044784","metaphase/anaphase transition of cell cy...",78,8,7.62,"1.00000","1.00000"
"3814","GO:0044785","metaphase/anaphase transition of meiotic...",17,2,1.66,"1.00000","0.07409"
"3815","GO:0001906","cell killing",38,7,3.71,"1.00000","1.00000"
"3816","GO:0044786","cell cycle DNA replication",98,5,9.57,"1.00000","1.00000"
"3817","GO:0070920","regulation of regulatory ncRNA processin...",10,3,0.98,"1.00000","1.00000"
"3818","GO:0044788","modulation by host of viral process",42,6,4.1,"1.00000","1.00000"
"3819","GO:0001909","leukocyte mediated cytotoxicity",34,7,3.32,"1.00000","1.00000"
"3820","GO:0006022","aminoglycan metabolic process",81,7,7.91,"1.00000","1.00000"
"3821","GO:0055115","entry into diapause",34,7,3.32,"1.00000","0.38893"
"3822","GO:0006026","aminoglycan catabolic process",46,5,4.49,"1.00000","0.40140"
"3823","GO:0044772","mitotic cell cycle phase transition",423,31,41.3,"1.00000","0.88110"
"3824","GO:0044773","mitotic DNA damage checkpoint signaling",82,4,8.01,"1.00000","0.55516"
"3825","GO:0044774","mitotic DNA integrity checkpoint signali...",90,5,8.79,"1.00000","0.88906"
"3826","GO:0048690","regulation of axon extension involved in...",19,2,1.86,"1.00000","0.44926"
"3827","GO:0070918","regulatory ncRNA processing",96,5,9.37,"1.00000","1.00000"
"3828","GO:0035794","positive regulation of mitochondrial mem...",23,5,2.25,"1.00000","0.54753"
"3829","GO:0050905","neuromuscular process",140,25,13.67,"1.00000","0.04660"
"3830","GO:0050906","detection of stimulus involved in sensor...",91,23,8.88,"1.00000","0.52335"
"3831","GO:1903747","regulation of establishment of protein l...",24,3,2.34,"1.00000","0.42285"
"3832","GO:0006040","amino sugar metabolic process",27,1,2.64,"1.00000","0.85166"
"3833","GO:0039531","regulation of cytoplasmic pattern recogn...",27,4,2.64,"1.00000","0.32459"
"3834","GO:0031424","keratinization",17,1,1.66,"1.00000","1.00000"
"3835","GO:0038093","Fc receptor signaling pathway",63,4,6.15,"1.00000","1.00000"
"3836","GO:1902369","negative regulation of RNA catabolic pro...",36,3,3.51,"1.00000","0.40621"
"3837","GO:1900542","regulation of purine nucleotide metaboli...",82,14,8.01,"1.00000","0.15734"
"3838","GO:1900543","negative regulation of purine nucleotide...",21,5,2.05,"1.00000","1.00000"
"3839","GO:0044743","protein transmembrane import into intrac...",29,1,2.83,"1.00000","0.11832"
"3840","GO:0019693","ribose phosphate metabolic process",333,28,32.51,"1.00000","0.72816"
"3841","GO:1900544","positive regulation of purine nucleotide...",36,5,3.51,"1.00000","1.00000"
"3842","GO:0031441","negative regulation of mRNA 3'-end proce...",16,1,1.56,"1.00000","0.88207"
"3843","GO:0061951","establishment of protein localization to...",47,3,4.59,"1.00000","0.33286"
"3844","GO:0000422","autophagy of mitochondrion",58,1,5.66,"1.00000","0.09716"
"3845","GO:0031445","regulation of heterochromatin formation",23,1,2.25,"1.00000","0.32224"
"3846","GO:0048667","cell morphogenesis involved in neuron di...",784,109,76.54,"1.00000","0.12831"
"3847","GO:0007164","establishment of tissue polarity",124,22,12.11,"1.00000","1.00000"
"3848","GO:0060337","type I interferon-mediated signaling pat...",18,1,1.76,"1.00000","0.42098"
"3849","GO:0061983","meiosis II cell cycle process",40,2,3.91,"1.00000","0.18491"
"3850","GO:0051350","negative regulation of lyase activity",18,1,1.76,"1.00000","0.70549"
"3851","GO:0061988","karyosome formation",30,2,2.93,"1.00000","1.00000"
"3852","GO:0038061","non-canonical NF-kappaB signal transduct...",50,9,4.88,"1.00000","0.59383"
"3853","GO:0007154","cell communication",3150,412,307.55,"1.00000","1.00000"
"3854","GO:1903706","regulation of hemopoiesis",205,17,20.01,"1.00000","0.27223"
"3855","GO:0048682","sprouting of injured axon",22,2,2.15,"1.00000","0.10073"
"3856","GO:1902373","negative regulation of mRNA catabolic pr...",27,3,2.64,"1.00000","0.16170"
"3857","GO:0006004","fucose metabolic process",18,1,1.76,"1.00000","0.12643"
"3858","GO:0048686","regulation of sprouting of injured axon",19,2,1.86,"1.00000","1.00000"
"3859","GO:0048688","negative regulation of sprouting of inju...",12,2,1.17,"1.00000","1.00000"
"3860","GO:0015748","organophosphate ester transport",59,9,5.76,"1.00000","0.70721"
"3861","GO:0015749","monosaccharide transmembrane transport",84,10,8.2,"1.00000","0.19762"
"3862","GO:0051385","response to mineralocorticoid",30,6,2.93,"1.00000","0.60782"
"3863","GO:0048670","regulation of collateral sprouting",32,8,3.12,"1.00000","0.88106"
"3864","GO:0015732","prostaglandin transport",24,6,2.34,"1.00000","1.00000"
"3865","GO:0048677","axon extension involved in regeneration",20,2,1.95,"1.00000","0.84651"
"3866","GO:0048679","regulation of axon regeneration",67,12,6.54,"1.00000","0.48154"
"3867","GO:0035773","insulin secretion involved in cellular r...",43,6,4.2,"1.00000","1.00000"
"3868","GO:0038084","vascular endothelial growth factor signa...",17,2,1.66,"1.00000","0.76898"
"3869","GO:0044706","multi-multicellular organism process",129,18,12.59,"1.00000","0.21886"
"3870","GO:0060306","regulation of membrane repolarization",16,5,1.56,"1.00000","0.80633"
"3871","GO:0061919","process utilizing autophagic mechanism",384,38,37.49,"1.00000","1.00000"
"3872","GO:0051321","meiotic cell cycle",384,25,37.49,"1.00000","0.12498"
"3873","GO:0099565","chemical synaptic transmission, postsyna...",81,8,7.91,"1.00000","0.15124"
"3874","GO:0035728","response to hepatocyte growth factor",18,3,1.76,"1.00000","1.00000"
"3875","GO:0043324","pigment metabolic process involved in de...",28,2,2.73,"1.00000","1.00000"
"3876","GO:0035710","CD4-positive, alpha-beta T cell activati...",26,6,2.54,"1.00000","0.63504"
"3877","GO:0099558","maintenance of synapse structure",19,3,1.86,"1.00000","0.36439"
"3878","GO:0071354","cellular response to interleukin-6",18,1,1.76,"1.00000","0.63324"
"3879","GO:0071357","cellular response to type I interferon",18,1,1.76,"1.00000","1.00000"
"3880","GO:0051341","regulation of oxidoreductase activity",49,8,4.78,"1.00000","0.51337"
"3881","GO:0060491","regulation of cell projection assembly",180,24,17.57,"1.00000","1.00000"
"3882","GO:0099587","inorganic ion import across plasma membr...",30,5,2.93,"1.00000","1.00000"
"3883","GO:0071383","cellular response to steroid hormone sti...",153,15,14.94,"1.00000","0.94566"
"3884","GO:0048635","negative regulation of muscle organ deve...",49,9,4.78,"1.00000","0.63042"
"3885","GO:0048638","regulation of developmental growth",557,82,54.38,"1.00000","0.09920"
"3886","GO:0051336","regulation of hydrolase activity",699,79,68.25,"1.00000","0.47331"
"3887","GO:0120316","sperm flagellum assembly",19,2,1.86,"1.00000","1.00000"
"3888","GO:0051338","regulation of transferase activity",563,57,54.97,"1.00000","0.82175"
"3889","GO:0012501","programmed cell death",1185,131,115.7,"1.00000","0.58896"
"3890","GO:0051339","regulation of lyase activity",40,8,3.91,"1.00000","1.00000"
"3891","GO:0043331","response to dsRNA",52,3,5.08,"1.00000","1.00000"
"3892","GO:0140352","export from cell",957,125,93.44,"1.00000","1.00000"
"3893","GO:0140353","lipid export from cell",36,7,3.51,"1.00000","0.55002"
"3894","GO:0032543","mitochondrial translation",54,1,5.27,"1.00000","0.49738"
"3895","GO:0038034","signal transduction in absence of ligand",51,9,4.98,"1.00000","1.00000"
"3896","GO:0061900","glial cell activation",20,2,1.95,"1.00000","1.00000"
"3897","GO:1903859","regulation of dendrite extension",26,2,2.54,"1.00000","0.70403"
"3898","GO:0071322","cellular response to carbohydrate stimul...",109,10,10.64,"1.00000","0.50304"
"3899","GO:1902305","regulation of sodium ion transmembrane t...",36,9,3.51,"1.00000","0.36319"
"3900","GO:0071326","cellular response to monosaccharide stim...",97,10,9.47,"1.00000","0.14492"
"3901","GO:0019637","organophosphate metabolic process",687,77,67.07,"1.00000","0.28223"
"3902","GO:0060467","negative regulation of fertilization",19,1,1.86,"1.00000","1.00000"
"3903","GO:0099518","vesicle cytoskeletal trafficking",39,3,3.81,"1.00000","0.09605"
"3904","GO:0031163","metallo-sulfur cluster assembly",16,1,1.56,"1.00000","1.00000"
"3905","GO:0086066","atrial cardiac muscle cell to AV node ce...",14,6,1.37,"1.00000","1.00000"
"3906","GO:0031167","rRNA methylation",22,1,2.15,"1.00000","0.23486"
"3907","GO:0051303","establishment of chromosome localization",77,2,7.52,"1.00000","0.76558"
"3908","GO:0051304","chromosome separation",132,12,12.89,"1.00000","0.59877"
"3909","GO:0051306","mitotic sister chromatid separation",72,6,7.03,"1.00000","0.82478"
"3910","GO:0043300","regulation of leukocyte degranulation",27,2,2.64,"1.00000","0.40054"
"3911","GO:0003352","regulation of cilium movement",17,2,1.66,"1.00000","0.75386"
"3912","GO:0043302","positive regulation of leukocyte degranu...",17,2,1.66,"1.00000","0.10475"
"3913","GO:0043304","regulation of mast cell degranulation",20,2,1.95,"1.00000","0.33665"
"3914","GO:1903825","organic acid transmembrane transport",103,12,10.06,"1.00000","1.00000"
"3915","GO:0099536","synaptic signaling",566,96,55.26,"1.00000","1.00000"
"3916","GO:0099537","trans-synaptic signaling",560,96,54.67,"1.00000","0.10119"
