# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SRR8101518/Aligned.out.sam" "results/star/mapping/SRR8101523/Aligned.out.sam" "results/star/mapping/SRR8101526/Aligned.out.sam" "results/star/mapping/SRR8101525/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SRR8101518/Aligned.out.sam	results/star/mapping/SRR8101523/Aligned.out.sam	results/star/mapping/SRR8101526/Aligned.out.sam	results/star/mapping/SRR8101525/Aligned.out.sam
comp71914_c1	comp71914_c1_seq2	1	1294	-	1294	73	95	92	112
comp71916_c0	comp71916_c0_seq6	1	4314	-	4314	2187	1227	1190	1433
comp71917_c1	comp71917_c1_seq1	1	3957	-	3957	782	1459	954	227
comp71919_c0	comp71919_c0_seq1	1	681	-	681	18	1	21	48
comp71920_c0	comp71920_c0_seq1	1	3057	-	3057	8	64	61	797
comp71921_c0	comp71921_c0_seq1	1	1405	-	1405	36	45	50	112
comp71922_c0	comp71922_c0_seq8	1	5221	-	5221	1656	428	1591	3456
comp71923_c1	comp71923_c1_seq2	1	2163	-	2163	223	217	167	162
comp71924_c0	comp71924_c0_seq2	1	689	-	689	190	73	93	117
comp71925_c1	comp71925_c1_seq2	1	1527	-	1527	22	137	123	36
comp71925_c2	comp71925_c2_seq1	1	391	-	391	1	5	1	1
comp71926_c1	comp71926_c1_seq1	1	3434	-	3434	148	592	294	129
comp71927_c0	comp71927_c0_seq2	1	2467	-	2467	504	230	351	385
comp71928_c0	comp71928_c0_seq3	1	2308	-	2308	112	171	209	80
comp71929_c0	comp71929_c0_seq1	1	2357	-	2357	1574	1247	1661	2285
comp71930_c0	comp71930_c0_seq1	1	2281	-	2281	353	3086	705	181
comp71931_c0	comp71931_c0_seq4	1	4295	-	4295	1752	2179	2194	2326
comp71933_c0	comp71933_c0_seq1	1	1767	-	1767	325	122	227	131
comp71934_c0	comp71934_c0_seq1	1	974	-	974	15	3239	5178	43
comp71937_c1	comp71937_c1_seq4	1	1924	-	1924	76	112	98	53
comp71938_c0	comp71938_c0_seq1	1	1599	-	1599	303	195	338	340
comp71939_c6	comp71939_c6_seq5	1	5664	-	5664	1353	1261	1159	1452
comp71939_c7	comp71939_c7_seq2	1	1421	-	1421	23	19	26	26
comp71940_c0	comp71940_c0_seq3	1	1842	-	1842	90	64	184	188
comp71941_c0	comp71941_c0_seq3	1	3300	-	3300	639	842	1013	817
comp71942_c2	comp71942_c2_seq10	1	9637	-	9637	3968	3869	3016	4877
comp71943_c1	comp71943_c1_seq1	1	1352	-	1352	165	208	155	203
comp71944_c0	comp71944_c0_seq3	1	2767	-	2767	304	179	268	284
comp71945_c1	comp71945_c1_seq1	1	2076	-	2076	203	105	243	197
comp71945_c2	comp71945_c2_seq1	1	1236	-	1236	173	108	174	128
comp71945_c3	comp71945_c3_seq1	1	2063	-	2063	295	255	283	224
comp71946_c0	comp71946_c0_seq1	1	609	-	609	0	0	0	0
comp71947_c0	comp71947_c0_seq1	1	660	-	660	2	7	19	25
comp71947_c1	comp71947_c1_seq1	1	1353	-	1353	4	18	40	54
comp71948_c0	comp71948_c0_seq2	1	7162	-	7162	3352	1950	3749	3546
comp71949_c0	comp71949_c0_seq1	1	6077	-	6077	574	1669	1144	904
comp71950_c0	comp71950_c0_seq6	1	3463	-	3463	326	541	579	520
comp71951_c0	comp71951_c0_seq2	1	2328	-	2328	299	290	426	483
comp71953_c0	comp71953_c0_seq1	1	2040	-	2040	558	320	566	622
comp71954_c0	comp71954_c0_seq1	1	5171	-	5171	1682	44	498	591
comp71955_c1	comp71955_c1_seq1	1	2710	-	2710	367	167	352	292
comp71957_c0	comp71957_c0_seq1	1	1043	-	1043	384	283	599	693
comp71958_c0	comp71958_c0_seq2	1	682	-	682	10	3	11	18
comp71958_c2	comp71958_c2_seq1	1	496	-	496	6	3	16	26
comp71959_c0	comp71959_c0_seq2	1	1319	-	1319	1	4	0	0
comp71960_c0	comp71960_c0_seq1	1	694	-	694	3	3	7	5
comp71961_c0	comp71961_c0_seq1	1	1519	-	1519	1906	1659	2204	2021
comp71962_c0	comp71962_c0_seq1	1	422	-	422	1	0	3	0
comp71963_c0	comp71963_c0_seq1	1	330	-	330	0	0	0	0
comp71963_c1	comp71963_c1_seq1	1	1295	-	1295	35	36	29	32
comp71966_c0	comp71966_c0_seq2	1	2475	-	2475	565	729	625	919
comp71970_c0	comp71970_c0_seq3	1	3889	-	3889	408	268	447	436
comp71972_c0	comp71972_c0_seq1	1	2971	-	2971	667	2087	219	101
comp71973_c0	comp71973_c0_seq2	1	1509	-	1509	1305	819	1319	1952
comp71975_c1	comp71975_c1_seq4	1	4302	-	4302	1553	972	398	587
comp71976_c0	comp71976_c0_seq3	1	1611	-	1611	46	60	69	84
comp71977_c0	comp71977_c0_seq3	1	2655	-	2655	618	388	700	531
comp71978_c2	comp71978_c2_seq11	1	2950	-	2950	697	309	578	627
comp71980_c0	comp71980_c0_seq1	1	1523	-	1523	327	179	351	413
comp71981_c0	comp71981_c0_seq1	1	1425	-	1425	49	1	182	62
comp71982_c0	comp71982_c0_seq1	1	601	-	601	2	0	13	8
comp71982_c1	comp71982_c1_seq1	1	2428	-	2428	922	459	960	707
comp71983_c0	comp71983_c0_seq7	1	5018	-	5018	543	451	615	606
comp71985_c1	comp71985_c1_seq1	1	4624	-	4624	445	558	536	757
comp71985_c2	comp71985_c2_seq1	1	381	-	381	4	2	5	7
comp71987_c1	comp71987_c1_seq1	1	2376	-	2376	399	444	517	424
comp71989_c0	comp71989_c0_seq2	1	2364	-	2364	128	199	172	156
comp71990_c0	comp71990_c0_seq2	1	2068	-	2068	297	101	94	72
comp71991_c0	comp71991_c0_seq4	1	6309	-	6309	1576	1061	1009	740
comp71992_c0	comp71992_c0_seq1	1	1638	-	1638	598	259	335	308
comp71993_c2	comp71993_c2_seq1	1	986	-	986	38	13	28	39
comp71994_c0	comp71994_c0_seq1	1	652	-	652	14	17	17	12
comp71995_c0	comp71995_c0_seq3	1	6977	-	6977	519	816	449	311
comp71996_c0	comp71996_c0_seq1	1	571	-	571	11	7	3	8
comp71997_c0	comp71997_c0_seq1	1	2739	-	2739	183	201	158	159
comp71998_c0	comp71998_c0_seq1	1	642	-	642	0	0	0	0
comp71999_c0	comp71999_c0_seq3	1	2661	-	2661	95	1475	305	574
comp72000_c1	comp72000_c1_seq13	1	3574	-	3574	524	1791	256	262
comp72000_c2	comp72000_c2_seq1	1	1115	-	1115	12	16	3	2
comp72001_c0	comp72001_c0_seq1	1	2491	-	2491	123	73	63	54
comp72002_c0	comp72002_c0_seq1	1	315	-	315	9	6	4	6
comp72004_c4	comp72004_c4_seq3	1	1101	-	1101	104	78	94	105
comp72004_c5	comp72004_c5_seq6	1	851	-	851	2	11	10	7
comp72004_c6	comp72004_c6_seq1	1	1825	-	1825	468	260	339	547
comp72004_c8	comp72004_c8_seq1	1	4239	-	4239	1066	1072	898	1177
comp72006_c0	comp72006_c0_seq1	1	1649	-	1649	472	483	466	406
comp72007_c0	comp72007_c0_seq1	1	512	-	512	0	17	2	3
comp72007_c1	comp72007_c1_seq1	1	521	-	521	3	30	6	10
comp72007_c2	comp72007_c2_seq1	1	850	-	850	5	51	9	14
comp72007_c3	comp72007_c3_seq1	1	1647	-	1647	6	113	24	33
comp72008_c1	comp72008_c1_seq1	1	1986	-	1986	23	21	69	14
comp72008_c2	comp72008_c2_seq9	1	7627	-	7627	157	735	1064	153
comp72010_c0	comp72010_c0_seq1	1	1116	-	1116	116	163	141	127
comp72011_c0	comp72011_c0_seq2	1	2079	-	2079	193	211	191	215
comp72011_c1	comp72011_c1_seq1	1	748	-	748	17	27	22	25
comp72012_c2	comp72012_c2_seq1	1	756	-	756	6	7	3	1
comp72012_c8	comp72012_c8_seq1	1	10173	-	10173	2287	3305	2668	1482
comp72013_c0	comp72013_c0_seq10	1	1717	-	1717	8	4	8	10
comp72014_c0	comp72014_c0_seq4	1	1832	-	1832	215	103	129	54
comp72016_c0	comp72016_c0_seq1	1	4505	-	4505	664	792	896	655
comp72017_c3	comp72017_c3_seq1	1	400	-	400	8	1	6	4
comp72019_c1	comp72019_c1_seq1	1	700	-	700	9	12	19	20
comp72019_c3	comp72019_c3_seq4	1	2770	-	2770	447	465	519	631
comp72020_c0	comp72020_c0_seq8	1	5579	-	5579	347	296	267	238
comp72021_c0	comp72021_c0_seq5	1	4166	-	4166	622	2039	1766	501
comp72022_c0	comp72022_c0_seq7	1	2971	-	2971	54	789	279	240
comp72023_c0	comp72023_c0_seq1	1	4257	-	4257	1171	908	1239	1029
comp72025_c0	comp72025_c0_seq5	1	6523	-	6523	1927	7826	2999	927
comp72025_c1	comp72025_c1_seq1	1	348	-	348	2	0	5	0
comp72027_c0	comp72027_c0_seq1	1	2788	-	2788	576	730	180	95
comp72028_c0	comp72028_c0_seq1	1	3774	-	3774	881	860	1261	1485
comp72029_c0	comp72029_c0_seq1	1	941	-	941	40	1	8	12
comp72031_c1	comp72031_c1_seq1	1	1396	-	1396	5	7	5	8
comp72033_c0	comp72033_c0_seq1	1	994	-	994	159	109	86	113
comp72034_c0	comp72034_c0_seq10	1	4713	-	4713	456	887	1279	654
comp72035_c0	comp72035_c0_seq3	1	3908	-	3908	682	2321	644	124
comp72036_c1	comp72036_c1_seq1	1	1408	-	1408	37	48	62	50
comp72038_c0	comp72038_c0_seq6	1	1761	-	1761	32	182	159	65
comp72039_c0	comp72039_c0_seq1	1	5296	-	5296	899	696	806	683
comp72040_c0	comp72040_c0_seq1	1	1029	-	1029	638	415	766	709
comp72041_c1	comp72041_c1_seq1	1	4951	-	4951	211	21	1321	2373
comp72042_c0	comp72042_c0_seq3	1	7588	-	7588	1301	1656	1468	1536
comp72043_c0	comp72043_c0_seq1	1	2275	-	2275	3165	1455	2749	2624
comp72044_c1	comp72044_c1_seq2	1	2222	-	2222	638	929	2965	2298
comp72045_c0	comp72045_c0_seq3	1	2418	-	2418	419	439	439	441
comp72046_c0	comp72046_c0_seq2	1	2791	-	2791	1198	4930	405	404
comp72047_c0	comp72047_c0_seq1	1	4972	-	4972	4347	2929	8367	15179
comp72050_c0	comp72050_c0_seq2	1	6291	-	6291	269	253	427	447
comp72051_c0	comp72051_c0_seq12	1	5119	-	5119	493	697	425	428
comp72052_c1	comp72052_c1_seq2	1	437	-	437	1	4	4	5
comp72052_c3	comp72052_c3_seq2	1	1917	-	1917	153	179	179	153
comp72052_c4	comp72052_c4_seq7	1	909	-	909	38	42	44	28
comp72053_c0	comp72053_c0_seq1	1	2483	-	2483	202	43	184	429
comp72054_c2	comp72054_c2_seq2	1	5849	-	5849	1264	534	874	928
comp72056_c0	comp72056_c0_seq1	1	1693	-	1693	205	170	283	280
comp72057_c0	comp72057_c0_seq1	1	1814	-	1814	179	71	61	42
comp72057_c1	comp72057_c1_seq19	1	5471	-	5471	5732	2615	4170	3494
comp72058_c0	comp72058_c0_seq1	1	1072	-	1072	44	26	37	40
comp72059_c0	comp72059_c0_seq1	1	913	-	913	0	0	0	0
comp72060_c0	comp72060_c0_seq5	1	3862	-	3862	758	757	856	1008
comp72061_c0	comp72061_c0_seq1	1	2333	-	2333	2527	212	593	222
comp72062_c0	comp72062_c0_seq3	1	3751	-	3751	701	2035	1055	878
comp72063_c1	comp72063_c1_seq3	1	1276	-	1276	68	49	81	113
comp72064_c0	comp72064_c0_seq2	1	2216	-	2216	214	112	139	183
comp72065_c2	comp72065_c2_seq1	1	933	-	933	1	4	0	0
comp72065_c3	comp72065_c3_seq2	1	1529	-	1529	3	10	1	7
comp72067_c0	comp72067_c0_seq1	1	1667	-	1667	14	11	30	21
comp72067_c1	comp72067_c1_seq1	1	1055	-	1055	12	17	33	30
comp72067_c2	comp72067_c2_seq1	1	409	-	409	4	3	9	9
comp72067_c3	comp72067_c3_seq1	1	586	-	586	2	1	7	3
comp72068_c1	comp72068_c1_seq1	1	3381	-	3381	264	374	219	244
comp72070_c0	comp72070_c0_seq1	1	3469	-	3469	4401	4451	4585	6544
comp72071_c0	comp72071_c0_seq1	1	586	-	586	13	0	60	8
comp72071_c2	comp72071_c2_seq1	1	1406	-	1406	25	1	164	44
comp72074_c0	comp72074_c0_seq1	1	2059	-	2059	1	0	14	6
comp72075_c0	comp72075_c0_seq2	1	4456	-	4456	2195	1076	1075	660
comp72076_c0	comp72076_c0_seq1	1	4377	-	4377	565	601	500	475
comp72077_c1	comp72077_c1_seq1	1	526	-	526	42	23	48	49
comp72078_c0	comp72078_c0_seq2	1	2143	-	2143	5	652	847	1675
comp72079_c0	comp72079_c0_seq4	1	1006	-	1006	4	199	84	48
comp72079_c1	comp72079_c1_seq1	1	1496	-	1496	2	214	118	73
comp72081_c0	comp72081_c0_seq4	1	1905	-	1905	115	106	130	140
comp72082_c0	comp72082_c0_seq1	1	2043	-	2043	203	185	168	173
comp72083_c0	comp72083_c0_seq1	1	2678	-	2678	2159	1887	2088	2406
comp72084_c1	comp72084_c1_seq5	1	3229	-	3229	121	13	1481	230
comp72085_c2	comp72085_c2_seq4	1	1449	-	1449	167	43	53	60
comp72087_c0	comp72087_c0_seq1	1	1594	-	1594	112	78	168	148
comp72088_c0	comp72088_c0_seq5	1	5956	-	5956	2033	873	762	989
comp72089_c0	comp72089_c0_seq3	1	4331	-	4331	2219	1732	1905	1775
comp72090_c0	comp72090_c0_seq1	1	2307	-	2307	6	146	893	416
comp72091_c0	comp72091_c0_seq8	1	3871	-	3871	428	287	419	399
comp72092_c1	comp72092_c1_seq4	1	8790	-	8790	1781	1061	2247	2617
comp72093_c0	comp72093_c0_seq2	1	906	-	906	16	19	12	23
comp72093_c1	comp72093_c1_seq1	1	749	-	749	7	0	53	19
comp72093_c2	comp72093_c2_seq1	1	996	-	996	12	0	48	17
comp72094_c0	comp72094_c0_seq4	1	339	-	339	1	0	1	2
comp72096_c0	comp72096_c0_seq2	1	4110	-	4110	481	2052	424	216
comp72098_c0	comp72098_c0_seq1	1	2981	-	2981	302	522	317	434
comp72099_c0	comp72099_c0_seq1	1	1222	-	1222	434	295	576	671
comp72100_c0	comp72100_c0_seq1	1	3551	-	3551	291	249	201	199
comp72102_c0	comp72102_c0_seq1	1	3377	-	3377	4642	3923	5040	4665
comp72103_c0	comp72103_c0_seq1	1	1347	-	1347	53	76	55	56
comp72104_c0	comp72104_c0_seq1	1	2379	-	2379	5835	1380	3485	6743
comp72107_c0	comp72107_c0_seq1	1	965	-	965	35	0	0	1
comp72108_c0	comp72108_c0_seq1	1	2720	-	2720	257	434	214	236
comp72109_c0	comp72109_c0_seq2	1	5770	-	5770	1651	930	1022	1180
comp72110_c0	comp72110_c0_seq3	1	2791	-	2791	432	457	504	301
comp72111_c0	comp72111_c0_seq2	1	5089	-	5089	164	5	819	110
comp72112_c1	comp72112_c1_seq1	1	2144	-	2144	91	51	296	158
comp72113_c0	comp72113_c0_seq1	1	2308	-	2308	435	299	249	219
comp72114_c0	comp72114_c0_seq1	1	1907	-	1907	489	221	413	506
comp72115_c1	comp72115_c1_seq4	1	3573	-	3573	2012	1371	1355	2963
comp72116_c0	comp72116_c0_seq1	1	1617	-	1617	1139	4752	212	329
comp72117_c0	comp72117_c0_seq1	1	1608	-	1608	174	139	172	207
comp72119_c2	comp72119_c2_seq1	1	3649	-	3649	11	31	8	5
comp72120_c0	comp72120_c0_seq7	1	2939	-	2939	313	339	206	284
comp72121_c0	comp72121_c0_seq1	1	3174	-	3174	517	589	600	745
comp72123_c0	comp72123_c0_seq1	1	2563	-	2563	288	1081	1223	605
comp72125_c0	comp72125_c0_seq1	1	2537	-	2537	237	174	172	193
comp72126_c1	comp72126_c1_seq10	1	2440	-	2440	521	138	278	234
comp72127_c0	comp72127_c0_seq2	1	489	-	489	6	2	10	8
comp72128_c0	comp72128_c0_seq1	1	3005	-	3005	99	2	431	32
comp72129_c0	comp72129_c0_seq1	1	1427	-	1427	243	90	130	135
comp72132_c0	comp72132_c0_seq1	1	1187	-	1187	6206	3591	8307	9650
comp72133_c0	comp72133_c0_seq3	1	2726	-	2726	541	744	631	787
comp72134_c0	comp72134_c0_seq2	1	4263	-	4263	1233	1898	1557	1578
comp72135_c0	comp72135_c0_seq1	1	2777	-	2777	997	522	179	194
comp72136_c0	comp72136_c0_seq1	1	1651	-	1651	1882	1041	1168	959
comp72137_c0	comp72137_c0_seq2	1	1857	-	1857	202	293	249	221
comp72140_c0	comp72140_c0_seq1	1	1540	-	1540	10	24	108	98
comp72141_c0	comp72141_c0_seq1	1	428	-	428	9	2	6	9
comp72141_c1	comp72141_c1_seq1	1	1276	-	1276	65	26	115	143
comp72143_c3	comp72143_c3_seq2	1	1522	-	1522	40	17	32	42
comp72144_c0	comp72144_c0_seq1	1	4598	-	4598	760	442	384	492
comp72145_c0	comp72145_c0_seq6	1	6915	-	6915	285	350	167	136
comp72146_c0	comp72146_c0_seq1	1	2426	-	2426	291	133	161	112
comp72147_c0	comp72147_c0_seq1	1	3236	-	3236	1436	1634	1645	1840
comp72148_c0	comp72148_c0_seq1	1	3363	-	3363	118	112	87	119
comp72149_c0	comp72149_c0_seq1	1	3641	-	3641	5464	3257	4912	8949
comp72150_c0	comp72150_c0_seq13	1	3767	-	3767	452	399	242	246
comp72153_c0	comp72153_c0_seq2	1	6940	-	6940	2341	1933	2289	2135
comp72155_c0	comp72155_c0_seq1	1	1123	-	1123	13	4	10	12
comp72157_c0	comp72157_c0_seq1	1	4182	-	4182	1449	18	200	382
comp72158_c0	comp72158_c0_seq1	1	1574	-	1574	350	232	340	309
comp72159_c3	comp72159_c3_seq6	1	751	-	751	84	86	96	82
comp72160_c0	comp72160_c0_seq1	1	1576	-	1576	29	30	19	14
comp72161_c0	comp72161_c0_seq1	1	3455	-	3455	1438	1802	1093	830
comp72162_c0	comp72162_c0_seq1	1	1870	-	1870	115	763	190	57
comp72164_c1	comp72164_c1_seq1	1	340	-	340	2	0	0	7
comp72164_c2	comp72164_c2_seq1	1	1385	-	1385	14	0	0	48
comp72165_c0	comp72165_c0_seq2	1	3283	-	3283	103	119	105	95
comp72167_c0	comp72167_c0_seq1	1	776	-	776	0	2	0	1
comp72169_c0	comp72169_c0_seq1	1	1955	-	1955	29	44	47	42
comp72170_c1	comp72170_c1_seq1	1	2435	-	2435	507	2274	1063	418
comp72171_c0	comp72171_c0_seq1	1	1939	-	1939	208	53	263	158
comp72172_c0	comp72172_c0_seq1	1	1559	-	1559	34	23	13	15
comp72172_c1	comp72172_c1_seq2	1	629	-	629	14	10	1	7
comp72173_c0	comp72173_c0_seq1	1	2392	-	2392	1486	1699	2308	3447
comp72174_c0	comp72174_c0_seq1	1	1363	-	1363	72	93	78	82
comp72175_c0	comp72175_c0_seq1	1	433	-	433	2	15	3	7
comp72175_c2	comp72175_c2_seq1	1	625	-	625	19	32	29	22
comp72175_c4	comp72175_c4_seq3	1	2947	-	2947	1641	3	9775	609
comp72177_c1	comp72177_c1_seq2	1	387	-	387	2	0	3	0
comp72178_c0	comp72178_c0_seq1	1	2569	-	2569	195	1408	77	44
comp72178_c1	comp72178_c1_seq4	1	1759	-	1759	121	965	84	22
comp72179_c0	comp72179_c0_seq1	1	755	-	755	22	23	34	49
comp72180_c0	comp72180_c0_seq1	1	4388	-	4388	425	314	368	452
comp72182_c0	comp72182_c0_seq1	1	4496	-	4496	658	725	605	387
comp72183_c0	comp72183_c0_seq7	1	1270	-	1270	160	107	168	134
comp72185_c0	comp72185_c0_seq1	1	2422	-	2422	2766	3480	5516	5584
comp72186_c0	comp72186_c0_seq1	1	2077	-	2077	263	89	28	39
comp72187_c0	comp72187_c0_seq1	1	1869	-	1869	241	98	108	110
comp72188_c0	comp72188_c0_seq1	1	554	-	554	13	13	23	11
comp72188_c2	comp72188_c2_seq1	1	817	-	817	23	26	28	12
comp72188_c3	comp72188_c3_seq6	1	4867	-	4867	118	176	190	115
comp72189_c1	comp72189_c1_seq2	1	1295	-	1295	109	90	99	83
comp72191_c0	comp72191_c0_seq2	1	1117	-	1117	396	294	378	393
comp72192_c0	comp72192_c0_seq1	1	1397	-	1397	257	320	359	428
comp72193_c1	comp72193_c1_seq1	1	2095	-	2095	179	355	251	417
comp72194_c0	comp72194_c0_seq6	1	1888	-	1888	267	235	233	268
comp72195_c1	comp72195_c1_seq6	1	3463	-	3463	508	101	841	1747
comp72196_c0	comp72196_c0_seq2	1	1506	-	1506	108	1281	314	91
comp72197_c0	comp72197_c0_seq2	1	6742	-	6742	670	1670	1811	660
comp72198_c0	comp72198_c0_seq1	1	684	-	684	19	25	26	91
comp72199_c0	comp72199_c0_seq2	1	642	-	642	19	40	17	19
comp72199_c1	comp72199_c1_seq3	1	703	-	703	24	32	12	27
comp72200_c0	comp72200_c0_seq1	1	914	-	914	4	2	10	6
comp72201_c0	comp72201_c0_seq1	1	1608	-	1608	0	16	7	0
comp72202_c0	comp72202_c0_seq3	1	1384	-	1384	147	81	38	11
comp72203_c1	comp72203_c1_seq1	1	301	-	301	1	2	5	1
comp72203_c4	comp72203_c4_seq1	1	1315	-	1315	41	139	309	158
comp72204_c0	comp72204_c0_seq8	1	3871	-	3871	1329	647	1451	1014
comp72204_c2	comp72204_c2_seq1	1	374	-	374	2	2	2	0
comp72205_c0	comp72205_c0_seq25	1	3076	-	3076	219	124	196	103
comp72206_c1	comp72206_c1_seq1	1	1283	-	1283	325	209	255	293
comp72208_c0	comp72208_c0_seq1	1	1204	-	1204	48	37	32	55
comp72209_c3	comp72209_c3_seq1	1	579	-	579	37	27	34	80
comp72209_c5	comp72209_c5_seq1	1	1520	-	1520	186	105	143	133
comp72209_c6	comp72209_c6_seq1	1	1387	-	1387	83	91	109	154
comp72212_c0	comp72212_c0_seq1	1	680	-	680	2	2	3	1
comp72213_c0	comp72213_c0_seq1	1	2723	-	2723	969	880	569	388
comp72215_c0	comp72215_c0_seq1	1	2076	-	2076	211	194	201	241
comp72216_c0	comp72216_c0_seq1	1	2183	-	2183	243	258	290	391
comp72217_c0	comp72217_c0_seq1	1	2327	-	2327	1025	685	971	1078
comp72218_c2	comp72218_c2_seq1	1	1643	-	1643	4	1	64	10
comp72219_c4	comp72219_c4_seq2	1	2790	-	2790	342	319	252	237
comp72221_c1	comp72221_c1_seq6	1	1674	-	1674	225	279	327	329
comp72223_c0	comp72223_c0_seq1	1	4831	-	4831	701	1293	617	333
comp72226_c0	comp72226_c0_seq2	1	2043	-	2043	784	351	356	282
comp72227_c0	comp72227_c0_seq1	1	1994	-	1994	39	35	54	39
comp72228_c0	comp72228_c0_seq1	1	2301	-	2301	13	5	6000	3
comp72230_c1	comp72230_c1_seq8	1	2085	-	2085	505	89	322	254
comp72231_c0	comp72231_c0_seq1	1	1230	-	1230	118	158	103	113
comp72233_c0	comp72233_c0_seq1	1	1442	-	1442	226	312	243	170
comp72234_c0	comp72234_c0_seq3	1	4905	-	4905	852	927	2879	1948
comp72234_c2	comp72234_c2_seq1	1	1932	-	1932	288	385	1058	736
comp72235_c0	comp72235_c0_seq6	1	4588	-	4588	487	366	373	442
comp72236_c1	comp72236_c1_seq11	1	2424	-	2424	1903	451	897	1031
comp72236_c4	comp72236_c4_seq2	1	2514	-	2514	3382	271	422	936
comp72237_c1	comp72237_c1_seq4	1	4553	-	4553	637	1095	820	913
comp72238_c1	comp72238_c1_seq4	1	4310	-	4310	418	408	385	393
comp72239_c0	comp72239_c0_seq1	1	2325	-	2325	183	183	305	225
comp72240_c0	comp72240_c0_seq2	1	4731	-	4731	634	174	485	55
comp72242_c0	comp72242_c0_seq1	1	3966	-	3966	330	481	335	555
comp72243_c0	comp72243_c0_seq1	1	1822	-	1822	181	8	1361	1061
comp72244_c0	comp72244_c0_seq11	1	5188	-	5188	937	603	1507	499
comp72245_c0	comp72245_c0_seq2	1	4294	-	4294	570	2179	770	310
comp72245_c1	comp72245_c1_seq1	1	302	-	302	0	4	2	2
comp72246_c1	comp72246_c1_seq2	1	2267	-	2267	2202	861	1050	760
comp72247_c0	comp72247_c0_seq4	1	2266	-	2266	657	132	600	701
comp72248_c3	comp72248_c3_seq2	1	388	-	388	6	3	3	2
comp72249_c0	comp72249_c0_seq1	1	4346	-	4346	454	518	425	342
comp72250_c1	comp72250_c1_seq6	1	2409	-	2409	484	280	428	516
comp72253_c0	comp72253_c0_seq2	1	1334	-	1334	121	103	109	119
comp72254_c0	comp72254_c0_seq1	1	415	-	415	2	11	6	9
comp72255_c1	comp72255_c1_seq1	1	1530	-	1530	76	55	50	48
comp72257_c0	comp72257_c0_seq2	1	3033	-	3033	605	381	510	375
comp72258_c1	comp72258_c1_seq5	1	302	-	302	1	2	3	0
comp72262_c0	comp72262_c0_seq3	1	2123	-	2123	1235	364	408	464
comp72265_c0	comp72265_c0_seq1	1	2697	-	2697	438	650	483	291
comp72266_c0	comp72266_c0_seq1	1	649	-	649	16	15	21	24
comp72267_c1	comp72267_c1_seq1	1	2946	-	2946	9	5	31	176
comp72268_c0	comp72268_c0_seq3	1	3438	-	3438	549	224	236	331
comp72269_c0	comp72269_c0_seq2	1	1954	-	1954	174	571	160	138
comp72271_c1	comp72271_c1_seq1	1	1875	-	1875	252	213	214	221
comp72274_c0	comp72274_c0_seq1	1	1369	-	1369	178	177	119	92
comp72275_c0	comp72275_c0_seq1	1	1219	-	1219	48	40	25	51
comp72276_c0	comp72276_c0_seq1	1	3205	-	3205	602	144	205	141
comp72278_c0	comp72278_c0_seq2	1	2755	-	2755	1009	716	647	335
comp72280_c0	comp72280_c0_seq2	1	2959	-	2959	1257	1269	1712	1488
comp72280_c1	comp72280_c1_seq1	1	921	-	921	6	20	11	4
comp72280_c3	comp72280_c3_seq1	1	1865	-	1865	14	35	28	9
comp72281_c0	comp72281_c0_seq1	1	1966	-	1966	2223	415	705	2331
comp72282_c0	comp72282_c0_seq4	1	2265	-	2265	182	158	132	92
comp72283_c0	comp72283_c0_seq2	1	1798	-	1798	601	189	538	158
comp72285_c0	comp72285_c0_seq5	1	4654	-	4654	187	37	2001	143
comp72286_c3	comp72286_c3_seq2	1	4356	-	4356	970	658	1138	635
comp72287_c1	comp72287_c1_seq1	1	465	-	465	6	11	4	4
comp72287_c2	comp72287_c2_seq1	1	729	-	729	15	10	13	8
comp72288_c0	comp72288_c0_seq1	1	1519	-	1519	291	376	360	350
comp72289_c0	comp72289_c0_seq2	1	1053	-	1053	21	9	16	26
comp72290_c4	comp72290_c4_seq5	1	4227	-	4227	468	369	498	505
comp72291_c0	comp72291_c0_seq1	1	1181	-	1181	78	31	91	95
comp72292_c0	comp72292_c0_seq1	1	454	-	454	19	9	12	14
comp72293_c0	comp72293_c0_seq4	1	2704	-	2704	499	248	361	368
comp72295_c0	comp72295_c0_seq7	1	1701	-	1701	75	68	75	103
comp72297_c0	comp72297_c0_seq5	1	1390	-	1390	522	403	421	412
comp72298_c0	comp72298_c0_seq2	1	1525	-	1525	12222	395	7897	575
comp72299_c1	comp72299_c1_seq7	1	3848	-	3848	200	207	157	160
comp72301_c0	comp72301_c0_seq2	1	3910	-	3910	990	642	1222	1199
comp72302_c2	comp72302_c2_seq2	1	2498	-	2498	713	2186	905	580
comp72305_c0	comp72305_c0_seq1	1	593	-	593	4	5	8	4
comp72306_c0	comp72306_c0_seq1	1	1518	-	1518	55	50	57	63
comp72308_c0	comp72308_c0_seq2	1	401	-	401	2	6	4	40
comp72311_c0	comp72311_c0_seq1	1	2831	-	2831	394	451	279	613
