"","GO.ID","Term","Annotated","Significant","Expected","classic"
"2788","GO:0043487","regulation of RNA stability",140,1,2.87,"1.00000"
"2789","GO:0043488","regulation of mRNA stability",131,1,2.69,"1.00000"
"2790","GO:0140013","meiotic nuclear division",266,1,5.45,"1.00000"
"2791","GO:0043489","RNA stabilization",43,1,0.88,"1.00000"
"2792","GO:0031281","positive regulation of cyclase activity",23,2,0.47,"1.00000"
"2793","GO:0008406","gonad development",252,7,5.17,"1.00000"
"2794","GO:0001841","neural tube formation",93,2,1.91,"1.00000"
"2795","GO:0009889","regulation of biosynthetic process",2580,50,52.9,"1.00000"
"2796","GO:0043473","pigmentation",156,1,3.2,"1.00000"
"2797","GO:0006753","nucleoside phosphate metabolic process",495,6,10.15,"1.00000"
"2798","GO:0051603","proteolysis involved in protein cataboli...",472,2,9.68,"1.00000"
"2799","GO:1904035","regulation of epithelial cell apoptotic ...",33,2,0.68,"1.00000"
"2800","GO:0051606","detection of stimulus",256,22,5.25,"1.00000"
"2801","GO:1901564","organonitrogen compound metabolic proces...",3895,52,79.86,"1.00000"
"2802","GO:1901565","organonitrogen compound catabolic proces...",925,12,18.97,"1.00000"
"2803","GO:0050789","regulation of biological process",5286,130,108.39,"1.00000"
"2804","GO:1901566","organonitrogen compound biosynthetic pro...",1295,14,26.55,"1.00000"
"2805","GO:0031279","regulation of cyclase activity",36,2,0.74,"1.00000"
"2806","GO:0001836","release of cytochrome c from mitochondri...",31,1,0.64,"1.00000"
"2807","GO:0001837","epithelial to mesenchymal transition",97,3,1.99,"1.00000"
"2808","GO:0072132","mesenchyme morphogenesis",44,1,0.9,"1.00000"
"2809","GO:0001838","embryonic epithelial tube formation",107,2,2.19,"1.00000"
"2810","GO:0050771","negative regulation of axonogenesis",40,1,0.82,"1.00000"
"2811","GO:0050776","regulation of immune response",365,4,7.48,"1.00000"
"2812","GO:0050777","negative regulation of immune response",62,1,1.27,"1.00000"
"2813","GO:0090130","tissue migration",263,3,5.39,"1.00000"
"2814","GO:0090132","epithelium migration",258,3,5.29,"1.00000"
"2815","GO:0042633","hair cycle",77,1,1.58,"1.00000"
"2816","GO:0043412","macromolecule modification",2360,35,48.39,"1.00000"
"2817","GO:0043413","macromolecule glycosylation",128,1,2.62,"1.00000"
"2818","GO:0043414","macromolecule methylation",168,1,3.44,"1.00000"
"2819","GO:0006775","fat-soluble vitamin metabolic process",45,5,0.92,"1.00000"
"2820","GO:0000165","MAPK cascade",458,13,9.39,"1.00000"
"2821","GO:0003281","ventricular septum development",53,1,1.09,"1.00000"
"2822","GO:0031214","biomineral tissue development",57,3,1.17,"1.00000"
"2823","GO:0050727","regulation of inflammatory response",125,2,2.56,"1.00000"
"2824","GO:0006720","isoprenoid metabolic process",90,1,1.85,"1.00000"
"2825","GO:0016482","cytosolic transport",122,1,2.5,"1.00000"
"2826","GO:0006721","terpenoid metabolic process",66,1,1.35,"1.00000"
"2827","GO:0032652","regulation of interleukin-1 production",23,1,0.47,"1.00000"
"2828","GO:0006725","cellular aromatic compound metabolic pro...",3417,57,70.06,"1.00000"
"2829","GO:1902369","negative regulation of RNA catabolic pro...",48,1,0.98,"1.00000"
"2830","GO:0015031","protein transport",1140,18,23.37,"1.00000"
"2831","GO:0050714","positive regulation of protein secretion",131,5,2.69,"1.00000"
"2832","GO:1901575","organic substance catabolic process",1438,18,29.49,"1.00000"
"2833","GO:1901576","organic substance biosynthetic process",4165,66,85.4,"1.00000"
"2834","GO:0032024","positive regulation of insulin secretion",52,5,1.07,"1.00000"
"2835","GO:0003279","cardiac septum development",74,1,1.52,"1.00000"
"2836","GO:0032026","response to magnesium ion",30,2,0.62,"1.00000"
"2837","GO:0016477","cell migration",876,19,17.96,"1.00000"
"2838","GO:0044872","lipoprotein localization",25,3,0.51,"1.00000"
"2839","GO:1905475","regulation of protein localization to me...",103,2,2.11,"1.00000"
"2840","GO:0060896","neural plate pattern specification",13,1,0.27,"1.00000"
"2841","GO:0090100","positive regulation of transmembrane rec...",84,2,1.72,"1.00000"
"2842","GO:0090101","negative regulation of transmembrane rec...",84,1,1.72,"1.00000"
"2843","GO:0032675","regulation of interleukin-6 production",41,2,0.84,"1.00000"
"2844","GO:0050730","regulation of peptidyl-tyrosine phosphor...",102,3,2.09,"1.00000"
"2845","GO:2000241","regulation of reproductive process",246,8,5.04,"1.00000"
"2846","GO:1902373","negative regulation of mRNA catabolic pr...",42,1,0.86,"1.00000"
"2847","GO:0008150","biological_process",7852,161,161,"1.00000"
"2848","GO:0070848","response to growth factor",461,6,9.45,"1.00000"
"2849","GO:0099565","chemical synaptic transmission, postsyna...",57,3,1.17,"1.00000"
"2850","GO:2001056","positive regulation of cysteine-type end...",87,1,1.78,"1.00000"
"2851","GO:0008154","actin polymerization or depolymerization",125,1,2.56,"1.00000"
"2852","GO:0016441","post-transcriptional gene silencing",107,1,2.19,"1.00000"
"2853","GO:0032611","interleukin-1 beta production",25,1,0.51,"1.00000"
"2854","GO:0032612","interleukin-1 production",27,1,0.55,"1.00000"
"2855","GO:0032615","interleukin-12 production",20,1,0.41,"1.00000"
"2856","GO:0043405","regulation of MAP kinase activity",195,3,4,"1.00000"
"2857","GO:0043408","regulation of MAPK cascade",403,11,8.26,"1.00000"
"2858","GO:0043409","negative regulation of MAPK cascade",132,2,2.71,"1.00000"
"2859","GO:0003231","cardiac ventricle development",92,1,1.89,"1.00000"
"2860","GO:0044843","cell cycle G1/S phase transition",220,5,4.51,"1.00000"
"2861","GO:1901532","regulation of hematopoietic progenitor c...",39,1,0.8,"1.00000"
"2862","GO:0062149","detection of stimulus involved in sensor...",36,6,0.74,"1.00000"
"2863","GO:0030968","endoplasmic reticulum unfolded protein r...",97,2,1.99,"1.00000"
"2864","GO:0048925","lateral line system development",28,1,0.57,"1.00000"
"2865","GO:0099587","inorganic ion import across plasma membr...",37,1,0.76,"1.00000"
"2866","GO:0030951","establishment or maintenance of microtub...",33,1,0.68,"1.00000"
"2867","GO:0030952","establishment or maintenance of cytoskel...",44,1,0.9,"1.00000"
"2868","GO:0044839","cell cycle G2/M phase transition",191,4,3.92,"1.00000"
"2869","GO:0048332","mesoderm morphogenesis",87,1,1.78,"1.00000"
"2870","GO:0048333","mesodermal cell differentiation",41,1,0.84,"1.00000"
"2871","GO:0032635","interleukin-6 production",43,2,0.88,"1.00000"
"2872","GO:0048915","posterior lateral line system developmen...",24,1,0.49,"1.00000"
"2873","GO:2001024","negative regulation of response to drug",28,1,0.57,"1.00000"
"2874","GO:0030323","respiratory tube development",131,4,2.69,"1.00000"
"2875","GO:0012501","programmed cell death",1157,21,23.72,"1.00000"
"2876","GO:0003203","endocardial cushion morphogenesis",27,1,0.55,"1.00000"
"2877","GO:0003205","cardiac chamber development",117,1,2.4,"1.00000"
"2878","GO:0003206","cardiac chamber morphogenesis",89,1,1.82,"1.00000"
"2879","GO:0050890","cognition",323,15,6.62,"1.00000"
"2880","GO:0050891","multicellular organismal-level water hom...",26,3,0.53,"1.00000"
"2881","GO:0022029","telencephalon cell migration",43,1,0.88,"1.00000"
"2882","GO:0048934","peripheral nervous system neuron differe...",19,1,0.39,"1.00000"
"2883","GO:0050896","response to stimulus",4485,118,91.96,"1.00000"
"2884","GO:1900274","regulation of phospholipase C activity",14,2,0.29,"1.00000"
"2885","GO:1902930","regulation of alcohol biosynthetic proce...",46,4,0.94,"1.00000"
"2886","GO:1901099","negative regulation of signal transducti...",13,1,0.27,"1.00000"
"2887","GO:0090257","regulation of muscle system process",172,5,3.53,"1.00000"
"2888","GO:0006897","endocytosis",448,9,9.19,"1.00000"
"2889","GO:0002366","leukocyte activation involved in immune ...",385,4,7.89,"1.00000"
"2890","GO:0030334","regulation of cell migration",435,11,8.92,"1.00000"
"2891","GO:2001038","regulation of cellular response to drug",22,1,0.45,"1.00000"
"2892","GO:1902305","regulation of sodium ion transmembrane t...",40,1,0.82,"1.00000"
"2893","GO:1902307","positive regulation of sodium ion transm...",14,1,0.29,"1.00000"
"2894","GO:0060840","artery development",68,1,1.39,"1.00000"
"2895","GO:0090287","regulation of cellular response to growt...",207,4,4.24,"1.00000"
"2896","GO:0090288","negative regulation of cellular response...",98,1,2.01,"1.00000"
"2897","GO:0001578","microtubule bundle formation",101,1,2.07,"1.00000"
"2898","GO:0099536","synaptic signaling",498,25,10.21,"1.00000"
"2899","GO:0099537","trans-synaptic signaling",496,25,10.17,"1.00000"
"2900","GO:0009566","fertilization",125,4,2.56,"1.00000"
"2901","GO:0016192","vesicle-mediated transport",1209,23,24.79,"1.00000"
"2902","GO:1901698","response to nitrogen compound",861,24,17.65,"1.00000"
"2903","GO:1901699","cellular response to nitrogen compound",512,18,10.5,"1.00000"
"2904","GO:0001523","retinoid metabolic process",59,1,1.21,"1.00000"
"2905","GO:0022612","gland morphogenesis",159,6,3.26,"1.00000"
"2906","GO:0022613","ribonucleoprotein complex biogenesis",415,1,8.51,"1.00000"
"2907","GO:0090276","regulation of peptide hormone secretion",147,11,3.01,"1.00000"
"2908","GO:0022037","metencephalon development",89,3,1.82,"1.00000"
"2909","GO:0090277","positive regulation of peptide hormone s...",60,5,1.23,"1.00000"
"2910","GO:0016198","axon choice point recognition",23,2,0.47,"1.00000"
"2911","GO:0090278","negative regulation of peptide hormone s...",31,3,0.64,"1.00000"
"2912","GO:0022617","extracellular matrix disassembly",42,4,0.86,"1.00000"
"2913","GO:0050863","regulation of T cell activation",111,1,2.28,"1.00000"
"2914","GO:0050865","regulation of cell activation",211,2,4.33,"1.00000"
"2915","GO:0050867","positive regulation of cell activation",119,1,2.44,"1.00000"
"2916","GO:1902903","regulation of supramolecular fiber organ...",227,2,4.65,"1.00000"
"2917","GO:0072210","metanephric nephron development",20,1,0.41,"1.00000"
"2918","GO:0006865","amino acid transport",108,4,2.21,"1.00000"
"2919","GO:0002376","immune system process",1391,23,28.52,"1.00000"
"2920","GO:0150115","cell-substrate junction organization",57,1,1.17,"1.00000"
"2921","GO:0009581","detection of external stimulus",162,20,3.32,"1.00000"
"2922","GO:0009582","detection of abiotic stimulus",167,20,3.42,"1.00000"
"2923","GO:0120031","plasma membrane bounded cell projection ...",491,8,10.07,"1.00000"
"2924","GO:0120032","regulation of plasma membrane bounded ce...",172,5,3.53,"1.00000"
"2925","GO:0009583","detection of light stimulus",103,15,2.11,"1.00000"
"2926","GO:0036293","response to decreased oxygen levels",260,6,5.33,"1.00000"
"2927","GO:0120034","positive regulation of plasma membrane b...",94,2,1.93,"1.00000"
"2928","GO:0120035","regulation of plasma membrane bounded ce...",543,20,11.13,"1.00000"
"2929","GO:0120036","plasma membrane bounded cell projection ...",1298,41,26.61,"1.00000"
"2930","GO:0043170","macromolecule metabolic process",4851,71,99.47,"1.00000"
"2931","GO:0036296","response to increased oxygen levels",53,4,1.09,"1.00000"
"2932","GO:0120039","plasma membrane bounded cell projection ...",720,26,14.76,"1.00000"
"2933","GO:0106118","regulation of sterol biosynthetic proces...",33,2,0.68,"1.00000"
"2934","GO:0006858","extracellular transport",33,1,0.68,"1.00000"
"2935","GO:0050886","endocrine process",64,3,1.31,"1.00000"
"2936","GO:0110053","regulation of actin filament organizatio...",156,1,3.2,"1.00000"
"2937","GO:0022008","neurogenesis",1443,46,29.59,"1.00000"
"2938","GO:0070555","response to interleukin-1",67,1,1.37,"1.00000"
"2939","GO:1901071","glucosamine-containing compound metaboli...",32,1,0.66,"1.00000"
"2940","GO:0001539","cilium or flagellum-dependent cell motil...",92,2,1.89,"1.00000"
"2941","GO:1903706","regulation of hemopoiesis",206,3,4.22,"1.00000"
"2942","GO:1901072","glucosamine-containing compound cataboli...",13,1,0.27,"1.00000"
"2943","GO:1903708","positive regulation of hemopoiesis",79,1,1.62,"1.00000"
"2944","GO:0050877","nervous system process",777,46,15.93,"1.00000"
"2945","GO:1901654","response to ketone",183,5,3.75,"1.00000"
"2946","GO:0030900","forebrain development",303,10,6.21,"1.00000"
"2947","GO:0050878","regulation of body fluid levels",216,6,4.43,"1.00000"
"2948","GO:0030902","hindbrain development",132,5,2.71,"1.00000"
"2949","GO:0006873","intracellular monoatomic ion homeostasis",366,15,7.5,"1.00000"
"2950","GO:0070585","protein localization to mitochondrion",79,1,1.62,"1.00000"
"2951","GO:0048468","cell development",2212,53,45.36,"1.00000"
"2952","GO:0030490","maturation of SSU-rRNA",58,1,1.19,"1.00000"
"2953","GO:0022600","digestive system process",99,5,2.03,"1.00000"
"2954","GO:0006821","chloride transport",50,8,1.03,"1.00000"
"2955","GO:0070570","regulation of neuron projection regenera...",62,6,1.27,"1.00000"
"2956","GO:0008299","isoprenoid biosynthetic process",22,1,0.45,"1.00000"
"2957","GO:0070571","negative regulation of neuron projection...",24,2,0.49,"1.00000"
"2958","GO:0022603","regulation of anatomical structure morph...",684,14,14.02,"1.00000"
"2959","GO:0070572","positive regulation of neuron projection...",35,4,0.72,"1.00000"
"2960","GO:0006826","iron ion transport",65,3,1.33,"1.00000"
"2961","GO:0019220","regulation of phosphate metabolic proces...",947,22,19.42,"1.00000"
"2962","GO:0050810","regulation of steroid biosynthetic proce...",63,3,1.29,"1.00000"
"2963","GO:0019222","regulation of metabolic process",3367,60,69.04,"1.00000"
"2964","GO:0022607","cellular component assembly",2170,28,44.49,"1.00000"
"2965","GO:1901016","regulation of potassium ion transmembran...",46,2,0.94,"1.00000"
"2966","GO:0050817","coagulation",142,2,2.91,"1.00000"
"2967","GO:0080090","regulation of primary metabolic process",2901,56,59.48,"1.00000"
"2968","GO:1901018","positive regulation of potassium ion tra...",26,2,0.53,"1.00000"
"2969","GO:0006810","transport",2832,59,58.07,"1.00000"
"2970","GO:0001501","skeletal system development",272,5,5.58,"1.00000"
"2971","GO:0000280","nuclear division",478,1,9.8,"1.00000"
"2972","GO:0006811","monoatomic ion transport",916,36,18.78,"1.00000"
"2973","GO:1901678","iron coordination entity transport",24,3,0.49,"1.00000"
"2974","GO:0001503","ossification",194,3,3.98,"1.00000"
"2975","GO:0001504","neurotransmitter uptake",23,1,0.47,"1.00000"
"2976","GO:0006813","potassium ion transport",144,9,2.95,"1.00000"
"2977","GO:0006814","sodium ion transport",143,6,2.93,"1.00000"
"2978","GO:0006816","calcium ion transport",226,7,4.63,"1.00000"
"2979","GO:0070528","protein kinase C signaling",21,2,0.43,"1.00000"
"2980","GO:0021761","limbic system development",106,6,2.17,"1.00000"
"2981","GO:0019218","regulation of steroid metabolic process",76,3,1.56,"1.00000"
"2982","GO:0019219","regulation of nucleobase-containing comp...",1975,40,40.5,"1.00000"
"2983","GO:1990778","protein localization to cell periphery",221,2,4.53,"1.00000"
"2984","GO:0016125","sterol metabolic process",81,2,1.66,"1.00000"
"2985","GO:0016126","sterol biosynthetic process",46,2,0.94,"1.00000"
"2986","GO:1901031","regulation of response to reactive oxyge...",28,1,0.57,"1.00000"
"2987","GO:0048477","oogenesis",561,6,11.5,"1.00000"
"2988","GO:1901615","organic hydroxy compound metabolic proce...",339,15,6.95,"1.00000"
"2989","GO:1902473","regulation of protein localization to sy...",12,1,0.25,"1.00000"
"2990","GO:1901617","organic hydroxy compound biosynthetic pr...",129,6,2.65,"1.00000"
"2991","GO:0071363","cellular response to growth factor stimu...",453,6,9.29,"1.00000"
"2992","GO:0034599","cellular response to oxidative stress",201,3,4.12,"1.00000"
"2993","GO:0000226","microtubule cytoskeleton organization",564,6,11.56,"1.00000"
"2994","GO:0141124","intracellular signaling cassette",905,26,18.56,"1.00000"
"2995","GO:0045995","regulation of embryonic development",190,2,3.9,"1.00000"
"2996","GO:0018992","germ-line sex determination",23,1,0.47,"1.00000"
"2997","GO:0021782","glial cell development",96,2,1.97,"1.00000"
"2998","GO:0010950","positive regulation of endopeptidase act...",104,1,2.13,"1.00000"
"2999","GO:0010951","negative regulation of endopeptidase act...",63,1,1.29,"1.00000"
"3000","GO:0071354","cellular response to interleukin-6",17,1,0.35,"1.00000"
"3001","GO:0010952","positive regulation of peptidase activit...",116,1,2.38,"1.00000"
"3002","GO:1905144","response to acetylcholine",23,2,0.47,"1.00000"
"3003","GO:1905145","cellular response to acetylcholine",23,2,0.47,"1.00000"
"3004","GO:0010959","regulation of metal ion transport",203,9,4.16,"1.00000"
"3005","GO:1990748","cellular detoxification",61,2,1.25,"1.00000"
"3006","GO:1902414","protein localization to cell junction",69,2,1.41,"1.00000"
"3007","GO:0071383","cellular response to steroid hormone sti...",143,4,2.93,"1.00000"
"3008","GO:0050802","circadian sleep/wake cycle, sleep",48,5,0.98,"1.00000"
"3009","GO:0050803","regulation of synapse structure or activ...",268,8,5.5,"1.00000"
"3010","GO:0050806","positive regulation of synaptic transmis...",115,4,2.36,"1.00000"
"3011","GO:0006801","superoxide metabolic process",40,1,0.82,"1.00000"
"3012","GO:0010970","transport along microtubule",134,1,2.75,"1.00000"
"3013","GO:0060582","cell fate determination involved in patt...",16,1,0.33,"1.00000"
"3014","GO:0006807","nitrogen compound metabolic process",5305,81,108.78,"1.00000"
"3015","GO:0002495","antigen processing and presentation of p...",49,2,1,"1.00000"
"3016","GO:0036230","granulocyte activation",310,3,6.36,"1.00000"
"3017","GO:0030421","defecation",42,2,0.86,"1.00000"
"3018","GO:0071322","cellular response to carbohydrate stimul...",111,10,2.28,"1.00000"
"3019","GO:0010921","regulation of phosphatase activity",98,2,2.01,"1.00000"
"3020","GO:0010922","positive regulation of phosphatase activ...",17,1,0.35,"1.00000"
"3021","GO:0001667","ameboidal-type cell migration",339,9,6.95,"1.00000"
"3022","GO:0060573","cell fate specification involved in patt...",16,1,0.33,"1.00000"
"3023","GO:0010927","cellular component assembly involved in ...",163,2,3.34,"1.00000"
"3024","GO:0099622","cardiac muscle cell membrane repolarizat...",32,2,0.66,"1.00000"
"3025","GO:0043299","leukocyte degranulation",319,4,6.54,"1.00000"
"3026","GO:0099623","regulation of cardiac muscle cell membra...",26,2,0.53,"1.00000"
"3027","GO:0099624","atrial cardiac muscle cell membrane repo...",18,2,0.37,"1.00000"
"3028","GO:0008211","glucocorticoid metabolic process",15,1,0.31,"1.00000"
"3029","GO:0008213","protein alkylation",89,1,1.82,"1.00000"
"3030","GO:0060579","ventral spinal cord interneuron fate com...",14,1,0.29,"1.00000"
"3031","GO:0016101","diterpenoid metabolic process",63,1,1.29,"1.00000"
"3032","GO:0010332","response to gamma radiation",64,1,1.31,"1.00000"
"3033","GO:0008219","cell death",1174,21,24.07,"1.00000"
"3034","GO:0045321","leukocyte activation",590,6,12.1,"1.00000"
"3035","GO:0001654","eye development",564,17,11.56,"1.00000"
"3036","GO:1903825","organic acid transmembrane transport",124,6,2.54,"1.00000"
"3037","GO:1903828","negative regulation of protein localizat...",147,6,3.01,"1.00000"
"3038","GO:1903829","positive regulation of protein localizat...",344,6,7.05,"1.00000"
"3039","GO:0062207","regulation of pattern recognition recept...",53,1,1.09,"1.00000"
"3040","GO:0014812","muscle cell migration",70,3,1.44,"1.00000"
"3041","GO:0044092","negative regulation of molecular functio...",595,12,12.2,"1.00000"
"3042","GO:0071347","cellular response to interleukin-1",53,1,1.09,"1.00000"
"3043","GO:0044093","positive regulation of molecular functio...",963,21,19.75,"1.00000"
"3044","GO:0071349","cellular response to interleukin-12",27,2,0.55,"1.00000"
"3045","GO:0099643","signal release from synapse",166,9,3.4,"1.00000"
"3046","GO:0009056","catabolic process",1703,22,34.92,"1.00000"
"3047","GO:0009057","macromolecule catabolic process",991,9,20.32,"1.00000"
"3048","GO:0009058","biosynthetic process",4184,66,85.79,"1.00000"
"3049","GO:0009059","macromolecule biosynthetic process",3522,52,72.22,"1.00000"
"3050","GO:0071331","cellular response to hexose stimulus",91,9,1.87,"1.00000"
"3051","GO:0060541","respiratory system development",314,7,6.44,"1.00000"
"3052","GO:0097374","sensory neuron axon guidance",15,2,0.31,"1.00000"
"3053","GO:0001676","long-chain fatty acid metabolic process",51,1,1.05,"1.00000"
"3054","GO:0045920","negative regulation of exocytosis",16,1,0.33,"1.00000"
"3055","GO:1903844","regulation of cellular response to trans...",72,1,1.48,"1.00000"
"3056","GO:0043266","regulation of potassium ion transport",72,5,1.48,"1.00000"
"3057","GO:0001678","intracellular glucose homeostasis",96,9,1.97,"1.00000"
"3058","GO:0043269","regulation of monoatomic ion transport",306,13,6.27,"1.00000"
"3059","GO:0045926","negative regulation of growth",225,4,4.61,"1.00000"
"3060","GO:0045927","positive regulation of growth",313,5,6.42,"1.00000"
"3061","GO:0061351","neural precursor cell proliferation",192,7,3.94,"1.00000"
"3062","GO:0071941","nitrogen cycle metabolic process",12,1,0.25,"1.00000"
"3063","GO:0043254","regulation of protein-containing complex...",322,3,6.6,"1.00000"
"3064","GO:0045332","phospholipid translocation",21,1,0.43,"1.00000"
"3065","GO:0099003","vesicle-mediated transport in synapse",182,4,3.73,"1.00000"
"3066","GO:0009653","anatomical structure morphogenesis",2107,55,43.2,"1.00000"
"3067","GO:0060537","muscle tissue development",281,2,5.76,"1.00000"
"3068","GO:0060538","skeletal muscle organ development",163,4,3.34,"1.00000"
"3069","GO:0007399","nervous system development",1847,56,37.87,"1.00000"
"3070","GO:1900744","regulation of p38MAPK cascade",22,1,0.45,"1.00000"
"3071","GO:0046777","protein autophosphorylation",160,3,3.28,"1.00000"
"3072","GO:0043281","regulation of cysteine-type endopeptidas...",110,2,2.26,"1.00000"
"3073","GO:0044060","regulation of endocrine process",30,3,0.62,"1.00000"
"3074","GO:0048193","Golgi vesicle transport",260,4,5.33,"1.00000"
"3075","GO:0044062","regulation of excretion",20,2,0.41,"1.00000"
"3076","GO:0045940","positive regulation of steroid metabolic...",19,1,0.39,"1.00000"
"3077","GO:0002474","antigen processing and presentation of p...",26,1,0.53,"1.00000"
"3078","GO:0061387","regulation of extent of cell growth",109,3,2.23,"1.00000"
"3079","GO:0070059","intrinsic apoptotic signaling pathway in...",49,1,1,"1.00000"
"3080","GO:0002478","antigen processing and presentation of e...",63,2,1.29,"1.00000"
"3081","GO:0008202","steroid metabolic process",170,10,3.49,"1.00000"
"3082","GO:0098754","detoxification",76,2,1.56,"1.00000"
"3083","GO:0008203","cholesterol metabolic process",68,2,1.39,"1.00000"
"3084","GO:0008207","C21-steroid hormone metabolic process",17,1,0.35,"1.00000"
"3085","GO:0043271","negative regulation of monoatomic ion tr...",105,7,2.15,"1.00000"
"3086","GO:0061371","determination of heart left/right asymme...",85,1,1.74,"1.00000"
"3087","GO:0000002","mitochondrial genome maintenance",38,0,0.78,"1.00000"
"3088","GO:0000018","regulation of DNA recombination",75,0,1.54,"1.00000"
"3089","GO:0000019","regulation of mitotic recombination",15,0,0.31,"1.00000"
"3090","GO:0000022","mitotic spindle elongation",18,0,0.37,"1.00000"
"3091","GO:0000027","ribosomal large subunit assembly",39,0,0.8,"1.00000"
"3092","GO:0000028","ribosomal small subunit assembly",27,0,0.55,"1.00000"
"3093","GO:0000038","very long-chain fatty acid metabolic pro...",18,0,0.37,"1.00000"
"3094","GO:0000045","autophagosome assembly",76,0,1.56,"1.00000"
"3095","GO:0000054","ribosomal subunit export from nucleus",15,0,0.31,"1.00000"
"3096","GO:0000070","mitotic sister chromatid segregation",219,0,4.49,"1.00000"
"3097","GO:0000075","cell cycle checkpoint signaling",195,0,4,"1.00000"
"3098","GO:0000076","DNA replication checkpoint signaling",26,0,0.53,"1.00000"
"3099","GO:0000077","DNA damage checkpoint signaling",132,0,2.71,"1.00000"
"3100","GO:0000079","regulation of cyclin-dependent protein s...",55,0,1.13,"1.00000"
"3101","GO:0000096","sulfur amino acid metabolic process",36,0,0.74,"1.00000"
"3102","GO:0000097","sulfur amino acid biosynthetic process",16,0,0.33,"1.00000"
"3103","GO:0000098","sulfur amino acid catabolic process",12,0,0.25,"1.00000"
"3104","GO:0000101","sulfur amino acid transport",10,0,0.21,"1.00000"
"3105","GO:0000154","rRNA modification",29,0,0.59,"1.00000"
"3106","GO:0000184","nuclear-transcribed mRNA catabolic proce...",124,0,2.54,"1.00000"
"3107","GO:0000212","meiotic spindle organization",58,0,1.19,"1.00000"
"3108","GO:0000244","spliceosomal tri-snRNP complex assembly",11,0,0.23,"1.00000"
"3109","GO:0000245","spliceosomal complex assembly",43,0,0.88,"1.00000"
"3110","GO:0000266","mitochondrial fission",25,0,0.51,"1.00000"
"3111","GO:0000271","polysaccharide biosynthetic process",48,0,0.98,"1.00000"
"3112","GO:0000272","polysaccharide catabolic process",32,0,0.66,"1.00000"
"3113","GO:0000281","mitotic cytokinesis",103,0,2.11,"1.00000"
"3114","GO:0000288","nuclear-transcribed mRNA catabolic proce...",59,0,1.21,"1.00000"
"3115","GO:0000289","nuclear-transcribed mRNA poly(A) tail sh...",27,0,0.55,"1.00000"
"3116","GO:0000291","nuclear-transcribed mRNA catabolic proce...",32,0,0.66,"1.00000"
"3117","GO:0000338","protein deneddylation",13,0,0.27,"1.00000"
"3118","GO:0000387","spliceosomal snRNP assembly",30,0,0.62,"1.00000"
"3119","GO:0000394","RNA splicing, via endonucleolytic cleava...",14,0,0.29,"1.00000"
"3120","GO:0000413","protein peptidyl-prolyl isomerization",23,0,0.47,"1.00000"
"3121","GO:0000422","autophagy of mitochondrion",60,0,1.23,"1.00000"
"3122","GO:0000423","mitophagy",19,0,0.39,"1.00000"
"3123","GO:0000460","maturation of 5.8S rRNA",33,0,0.68,"1.00000"
"3124","GO:0000463","maturation of LSU-rRNA from tricistronic...",13,0,0.27,"1.00000"
"3125","GO:0000466","maturation of 5.8S rRNA from tricistroni...",22,0,0.45,"1.00000"
"3126","GO:0000470","maturation of LSU-rRNA",28,0,0.57,"1.00000"
"3127","GO:0000491","small nucleolar ribonucleoprotein comple...",11,0,0.23,"1.00000"
"3128","GO:0000706","meiotic DNA double-strand break processi...",15,0,0.31,"1.00000"
"3129","GO:0000712","resolution of meiotic recombination inte...",31,0,0.64,"1.00000"
"3130","GO:0000715","nucleotide-excision repair, DNA damage r...",17,0,0.35,"1.00000"
"3131","GO:0000722","telomere maintenance via recombination",14,0,0.29,"1.00000"
"3132","GO:0000723","telomere maintenance",148,0,3.03,"1.00000"
"3133","GO:0000724","double-strand break repair via homologou...",137,0,2.81,"1.00000"
"3134","GO:0000725","recombinational repair",137,0,2.81,"1.00000"
"3135","GO:0000729","DNA double-strand break processing",34,0,0.7,"1.00000"
"3136","GO:0000731","DNA synthesis involved in DNA repair",46,0,0.94,"1.00000"
"3137","GO:0000819","sister chromatid segregation",248,0,5.09,"1.00000"
"3138","GO:0000910","cytokinesis",178,0,3.65,"1.00000"
"3139","GO:0000912","assembly of actomyosin apparatus involve...",21,0,0.43,"1.00000"
"3140","GO:0000915","actomyosin contractile ring assembly",21,0,0.43,"1.00000"
"3141","GO:0000916","actomyosin contractile ring contraction",14,0,0.29,"1.00000"
"3142","GO:0000920","septum digestion after cytokinesis",11,0,0.23,"1.00000"
"3143","GO:0000956","nuclear-transcribed mRNA catabolic proce...",199,0,4.08,"1.00000"
"3144","GO:0000959","mitochondrial RNA metabolic process",23,0,0.47,"1.00000"
"3145","GO:0000966","RNA 5'-end processing",14,0,0.29,"1.00000"
"3146","GO:0001173","DNA-templated transcriptional start site...",11,0,0.23,"1.00000"
"3147","GO:0001174","transcriptional start site selection at ...",11,0,0.23,"1.00000"
"3148","GO:0001178","regulation of transcriptional start site...",10,0,0.21,"1.00000"
"3149","GO:0001325","formation of extrachromosomal circular D...",16,0,0.33,"1.00000"
"3150","GO:0001502","cartilage condensation",12,0,0.25,"1.00000"
"3151","GO:0001510","RNA methylation",47,0,0.96,"1.00000"
"3152","GO:0001516","prostaglandin biosynthetic process",23,0,0.47,"1.00000"
"3153","GO:0001522","pseudouridine synthesis",12,0,0.25,"1.00000"
"3154","GO:0001569","branching involved in blood vessel morph...",25,0,0.51,"1.00000"
"3155","GO:0001570","vasculogenesis",49,0,1,"1.00000"
