"","GO.ID","Term","Annotated","Significant","Expected","classic","KS"
"2612","GO:0043254","regulation of protein-containing complex...",384,12,20.39,"0.99317","0.30497"
"2613","GO:0017148","negative regulation of translation",133,2,7.06,"0.99428","0.19196"
"2614","GO:0031325","positive regulation of cellular metaboli...",2240,107,118.97,"0.99439","0.33230"
"2615","GO:0051260","protein homooligomerization",256,14,13.6,"0.99454","0.02165"
"2616","GO:0090087","regulation of peptide transport",485,19,25.76,"0.99459","0.00039"
"2617","GO:0065003","protein-containing complex assembly",1463,54,77.7,"0.99477","0.23539"
"2618","GO:0001843","neural tube closure",96,1,5.1,"0.99484","0.07578"
"2619","GO:0046777","protein autophosphorylation",181,4,9.61,"0.99484","0.00060"
"2620","GO:0030522","intracellular receptor signaling pathway",244,9,12.96,"0.99521","0.58323"
"2621","GO:1902532","negative regulation of intracellular sig...",449,18,23.85,"0.99548","0.72499"
"2622","GO:0051726","regulation of cell cycle",996,28,52.9,"0.99555","0.10435"
"2623","GO:0090316","positive regulation of intracellular pro...",101,1,5.36,"0.99609","0.04656"
"2624","GO:0048477","oogenesis",656,39,34.84,"0.99611","0.52174"
"2625","GO:0032984","protein-containing complex disassembly",252,7,13.38,"0.99618","0.84475"
"2626","GO:0016567","protein ubiquitination",576,11,30.59,"0.99626","0.10826"
"2627","GO:0044248","cellular catabolic process",1918,53,101.86,"0.99630","0.01784"
"2628","GO:0043161","proteasome-mediated ubiquitin-dependent ...",336,10,17.84,"0.99665","0.06624"
"2629","GO:0018393","internal peptidyl-lysine acetylation",108,1,5.74,"0.99734","0.23568"
"2630","GO:0043604","amide biosynthetic process",991,14,52.63,"0.99735","0.58979"
"2631","GO:2001234","negative regulation of apoptotic signali...",169,3,8.98,"0.99738","0.43537"
"2632","GO:0060271","cilium assembly",334,6,17.74,"0.99770","0.10093"
"2633","GO:0009451","RNA modification",112,1,5.95,"0.99787","0.72808"
"2634","GO:0006974","DNA damage response",668,10,35.48,"0.99810","0.50232"
"2635","GO:0070507","regulation of microtubule cytoskeleton o...",182,5,9.67,"0.99818","0.17527"
"2636","GO:0051092","positive regulation of NF-kappaB transcr...",115,1,6.11,"0.99819","0.11174"
"2637","GO:1902533","positive regulation of intracellular sig...",632,28,33.57,"0.99837","0.41471"
"2638","GO:0034404","nucleobase-containing small molecule bio...",119,1,6.32,"0.99855","0.74442"
"2639","GO:2001235","positive regulation of apoptotic signali...",164,2,8.71,"0.99876","0.36277"
"2640","GO:0050714","positive regulation of protein secretion",125,1,6.64,"0.99896","0.53131"
"2641","GO:0046328","regulation of JNK cascade",170,2,9.03,"0.99914","0.42448"
"2642","GO:0051276","chromosome organization",908,17,48.22,"0.99916","0.36571"
"2643","GO:0031398","positive regulation of protein ubiquitin...",132,1,7.01,"0.99929","0.07705"
"2644","GO:1901566","organonitrogen compound biosynthetic pro...",1733,44,92.04,"0.99938","0.78499"
"2645","GO:0007030","Golgi organization",135,1,7.17,"0.99940","0.41321"
"2646","GO:0007052","mitotic spindle organization",138,1,7.33,"0.99949","0.48487"
"2647","GO:0032872","regulation of stress-activated MAPK casc...",194,2,10.3,"0.99961","0.42870"
"2648","GO:0006612","protein targeting to membrane",287,5,15.24,"0.99971","0.78255"
"2649","GO:0007249","canonical NF-kappaB signal transduction",151,1,8.02,"0.99975","0.34662"
"2650","GO:0010389","regulation of G2/M transition of mitotic...",154,1,8.18,"0.99979","0.42713"
"2651","GO:0006281","DNA repair",419,3,22.25,"0.99987","0.28595"
"2652","GO:0071103","DNA conformation change",182,1,9.67,"0.99996","0.02463"
"2653","GO:0031331","positive regulation of cellular cataboli...",412,7,21.88,"0.99997","0.11070"
"2654","GO:0015833","peptide transport",1378,41,73.19,"0.99998","0.02662"
"2655","GO:0033365","protein localization to organelle",908,16,48.22,"0.99998","0.12208"
"2656","GO:0000398","mRNA splicing, via spliceosome",305,6,16.2,"0.99999","0.06208"
"2657","GO:0006302","double-strand break repair",207,1,10.99,"0.99999","0.10655"
"2658","GO:0006364","rRNA processing",242,1,12.85,"1.00000","0.66853"
"2659","GO:0006413","translational initiation",331,2,17.58,"1.00000","0.27905"
"2660","GO:0006886","intracellular protein transport",951,22,50.51,"1.00000","0.02828"
"2661","GO:0072594","establishment of protein localization to...",594,10,31.55,"1.00000","0.07009"
"2662","GO:0000956","nuclear-transcribed mRNA catabolic proce...",332,1,17.63,"1.00000","0.16570"
"2663","GO:0000380","alternative mRNA splicing, via spliceoso...",86,3,4.57,"1.00000","0.39198"
"2664","GO:2001252","positive regulation of chromosome organi...",169,6,8.98,"1.00000","0.54321"
"2665","GO:0015698","inorganic anion transport",96,8,5.1,"1.00000","0.01119"
"2666","GO:0001990","regulation of systemic arterial blood pr...",31,1,1.65,"1.00000","0.15534"
"2667","GO:0014070","response to organic cyclic compound",842,50,44.72,"1.00000","0.02688"
"2668","GO:1902679","negative regulation of RNA biosynthetic ...",745,52,39.57,"1.00000","0.61925"
"2669","GO:0014072","response to isoquinoline alkaloid",32,1,1.7,"1.00000","1.00000"
"2670","GO:0014074","response to purine-containing compound",135,4,7.17,"1.00000","0.29435"
"2671","GO:0046649","lymphocyte activation",378,13,20.08,"1.00000","0.09507"
"2672","GO:1902622","regulation of neutrophil migration",22,3,1.17,"1.00000","1.00000"
"2673","GO:1901575","organic substance catabolic process",1723,53,91.51,"1.00000","0.87348"
"2674","GO:1902624","positive regulation of neutrophil migrat...",20,3,1.06,"1.00000","0.35102"
"2675","GO:0000375","RNA splicing, via transesterification re...",306,6,16.25,"1.00000","0.36615"
"2676","GO:0014020","primary neural tube formation",98,1,5.2,"1.00000","0.05424"
"2677","GO:0000377","RNA splicing, via transesterification re...",305,6,16.2,"1.00000","1.00000"
"2678","GO:0046631","alpha-beta T cell activation",62,4,3.29,"1.00000","0.76210"
"2679","GO:0046632","alpha-beta T cell differentiation",45,4,2.39,"1.00000","0.35291"
"2680","GO:0046634","regulation of alpha-beta T cell activati...",43,1,2.28,"1.00000","1.00000"
"2681","GO:0046635","positive regulation of alpha-beta T cell...",26,1,1.38,"1.00000","0.89098"
"2682","GO:0046637","regulation of alpha-beta T cell differen...",29,1,1.54,"1.00000","1.00000"
"2683","GO:1905153","regulation of membrane invagination",36,2,1.91,"1.00000","1.00000"
"2684","GO:1905155","positive regulation of membrane invagina...",28,2,1.49,"1.00000","1.00000"
"2685","GO:0014013","regulation of gliogenesis",86,9,4.57,"1.00000","0.24722"
"2686","GO:0014014","negative regulation of gliogenesis",33,3,1.75,"1.00000","1.00000"
"2687","GO:0006690","icosanoid metabolic process",44,5,2.34,"1.00000","0.01447"
"2688","GO:0090382","phagosome maturation",29,1,1.54,"1.00000","0.86522"
"2689","GO:0006692","prostanoid metabolic process",25,1,1.33,"1.00000","1.00000"
"2690","GO:0006693","prostaglandin metabolic process",25,1,1.33,"1.00000","0.62074"
"2691","GO:0006694","steroid biosynthetic process",109,10,5.79,"1.00000","0.21701"
"2692","GO:0044092","negative regulation of molecular functio...",715,37,37.97,"1.00000","1.00000"
"2693","GO:0044093","positive regulation of molecular functio...",1168,52,62.03,"1.00000","0.05413"
"2694","GO:0001963","synaptic transmission, dopaminergic",19,3,1.01,"1.00000","0.83345"
"2695","GO:0014041","regulation of neuron maturation",18,1,0.96,"1.00000","0.84158"
"2696","GO:0014044","Schwann cell development",29,5,1.54,"1.00000","0.85100"
"2697","GO:0014046","dopamine secretion",35,7,1.86,"1.00000","1.00000"
"2698","GO:0014032","neural crest cell development",44,3,2.34,"1.00000","0.23972"
"2699","GO:0001956","positive regulation of neurotransmitter ...",34,2,1.81,"1.00000","0.29670"
"2700","GO:0014037","Schwann cell differentiation",32,5,1.7,"1.00000","0.48746"
"2701","GO:1901532","regulation of hematopoietic progenitor c...",36,1,1.91,"1.00000","0.74369"
"2702","GO:0090329","regulation of DNA-templated DNA replicat...",55,1,2.92,"1.00000","0.89578"
"2703","GO:0006661","phosphatidylinositol biosynthetic proces...",144,3,7.65,"1.00000","0.62504"
"2704","GO:0044060","regulation of endocrine process",30,3,1.59,"1.00000","0.01075"
"2705","GO:0090313","regulation of protein targeting to membr...",21,1,1.12,"1.00000","0.63410"
"2706","GO:2001233","regulation of apoptotic signaling pathwa...",316,5,16.78,"1.00000","0.44244"
"2707","GO:0006664","glycolipid metabolic process",95,5,5.05,"1.00000","0.21372"
"2708","GO:0044062","regulation of excretion",34,3,1.81,"1.00000","0.62519"
"2709","GO:2001236","regulation of extrinsic apoptotic signal...",88,2,4.67,"1.00000","0.38563"
"2710","GO:0044065","regulation of respiratory system process",25,7,1.33,"1.00000","0.51636"
"2711","GO:0001977","renal system process involved in regulat...",11,2,0.58,"1.00000","1.00000"
"2712","GO:0006650","glycerophospholipid metabolic process",252,9,13.38,"1.00000","0.09611"
"2713","GO:0009190","cyclic nucleotide biosynthetic process",27,2,1.43,"1.00000","0.87782"
"2714","GO:0009191","ribonucleoside diphosphate catabolic pro...",65,5,3.45,"1.00000","0.58101"
"2715","GO:0044057","regulation of system process",418,53,22.2,"1.00000","1.00000"
"2716","GO:1905144","response to acetylcholine",24,4,1.27,"1.00000","1.00000"
"2717","GO:1905145","cellular response to acetylcholine",24,4,1.27,"1.00000","1.00000"
"2718","GO:1905146","lysosomal protein catabolic process",12,1,0.64,"1.00000","0.96482"
"2719","GO:0009199","ribonucleoside triphosphate metabolic pr...",239,11,12.69,"1.00000","0.63043"
"2720","GO:0014009","glial cell proliferation",42,1,2.23,"1.00000","0.84180"
"2721","GO:0000302","response to reactive oxygen species",221,14,11.74,"1.00000","0.09429"
"2722","GO:0000305","response to oxygen radical",28,1,1.49,"1.00000","0.24745"
"2723","GO:0006687","glycosphingolipid metabolic process",51,2,2.71,"1.00000","0.63742"
"2724","GO:0044085","cellular component biogenesis",2692,115,142.97,"1.00000","1.00000"
"2725","GO:0044088","regulation of vacuole organization",69,1,3.66,"1.00000","0.95658"
"2726","GO:0044089","positive regulation of cellular componen...",455,22,24.17,"1.00000","0.02393"
"2727","GO:0001942","hair follicle development",51,2,2.71,"1.00000","0.00241"
"2728","GO:0001944","vasculature development",464,25,24.64,"1.00000","0.68421"
"2729","GO:0010160","formation of animal organ boundary",28,4,1.49,"1.00000","1.00000"
"2730","GO:0019220","regulation of phosphate metabolic proces...",1091,48,57.94,"1.00000","1.00000"
"2731","GO:0034032","purine nucleoside bisphosphate metabolic...",81,1,4.3,"1.00000","0.53565"
"2732","GO:0009161","ribonucleoside monophosphate metabolic p...",184,7,9.77,"1.00000","1.00000"
"2733","GO:0160093","chordate pharynx development",10,1,0.53,"1.00000","1.00000"
"2734","GO:0001935","endothelial cell proliferation",66,3,3.51,"1.00000","0.36035"
"2735","GO:0009165","nucleotide biosynthetic process",249,8,13.22,"1.00000","0.91455"
"2736","GO:0150063","visual system development",569,39,30.22,"1.00000","1.00000"
"2737","GO:0001936","regulation of endothelial cell prolifera...",55,3,2.92,"1.00000","0.63622"
"2738","GO:0009166","nucleotide catabolic process",104,6,5.52,"1.00000","0.46229"
"2739","GO:0090304","nucleic acid metabolic process",3122,111,165.81,"1.00000","0.96348"
"2740","GO:1901698","response to nitrogen compound",1016,64,53.96,"1.00000","0.39668"
"2741","GO:0009150","purine ribonucleotide metabolic process",371,17,19.7,"1.00000","0.53216"
"2742","GO:0045661","regulation of myoblast differentiation",26,2,1.38,"1.00000","0.96654"
"2743","GO:0009152","purine ribonucleotide biosynthetic proce...",167,7,8.87,"1.00000","0.55825"
"2744","GO:0009154","purine ribonucleotide catabolic process",77,5,4.09,"1.00000","0.52532"
"2745","GO:0019217","regulation of fatty acid metabolic proce...",36,1,1.91,"1.00000","0.58787"
"2746","GO:0019218","regulation of steroid metabolic process",85,9,4.51,"1.00000","0.49044"
"2747","GO:0019219","regulation of nucleobase-containing comp...",2210,106,117.37,"1.00000","1.00000"
"2748","GO:0006643","membrane lipid metabolic process",153,8,8.13,"1.00000","0.12918"
"2749","GO:1904950","negative regulation of establishment of ...",98,4,5.2,"1.00000","0.12771"
"2750","GO:0006644","phospholipid metabolic process",322,9,17.1,"1.00000","0.66988"
"2751","GO:0044042","glucan metabolic process",80,1,4.25,"1.00000","1.00000"
"2752","GO:1904951","positive regulation of establishment of ...",279,4,14.82,"1.00000","0.12540"
"2753","GO:0009181","purine ribonucleoside diphosphate catabo...",63,5,3.35,"1.00000","0.86078"
"2754","GO:0009185","ribonucleoside diphosphate metabolic pro...",83,6,4.41,"1.00000","0.67867"
"2755","GO:0009187","cyclic nucleotide metabolic process",37,4,1.97,"1.00000","1.00000"
"2756","GO:0030193","regulation of blood coagulation",51,5,2.71,"1.00000","0.55922"
"2757","GO:0048925","lateral line system development",24,1,1.27,"1.00000","0.20880"
"2758","GO:0006631","fatty acid metabolic process",197,5,10.46,"1.00000","0.38503"
"2759","GO:0006633","fatty acid biosynthetic process",85,4,4.51,"1.00000","0.48153"
"2760","GO:0006636","unsaturated fatty acid biosynthetic proc...",20,1,1.06,"1.00000","0.21628"
"2761","GO:0006637","acyl-CoA metabolic process",66,1,3.51,"1.00000","0.32388"
"2762","GO:0044036","cell wall macromolecule metabolic proces...",27,3,1.43,"1.00000","0.78714"
"2763","GO:0045682","regulation of epidermis development",39,3,2.07,"1.00000","0.50571"
"2764","GO:0045685","regulation of glial cell differentiation",47,8,2.5,"1.00000","0.78665"
"2765","GO:0001906","cell killing",58,2,3.08,"1.00000","0.12298"
"2766","GO:0045687","positive regulation of glial cell differ...",29,6,1.54,"1.00000","0.36192"
"2767","GO:0150076","neuroinflammatory response",17,1,0.9,"1.00000","1.00000"
"2768","GO:0009179","purine ribonucleoside diphosphate metabo...",80,6,4.25,"1.00000","1.00000"
"2769","GO:0048915","posterior lateral line system developmen...",18,1,0.96,"1.00000","0.77568"
"2770","GO:0045670","regulation of osteoclast differentiation",73,1,3.88,"1.00000","0.14659"
"2771","GO:0090497","mesenchymal cell migration",30,3,1.59,"1.00000","1.00000"
"2772","GO:0009123","nucleoside monophosphate metabolic proce...",198,7,10.52,"1.00000","1.00000"
"2773","GO:0009126","purine nucleoside monophosphate metaboli...",176,7,9.35,"1.00000","1.00000"
"2774","GO:1900046","regulation of hemostasis",51,5,2.71,"1.00000","1.00000"
"2775","GO:1900047","negative regulation of hemostasis",30,4,1.59,"1.00000","1.00000"
"2776","GO:1901653","cellular response to peptide",290,20,15.4,"1.00000","0.67709"
"2777","GO:1900048","positive regulation of hemostasis",26,3,1.38,"1.00000","1.00000"
"2778","GO:1901657","glycosyl compound metabolic process",124,2,6.59,"1.00000","0.36663"
"2779","GO:0009110","vitamin biosynthetic process",23,2,1.22,"1.00000","1.00000"
"2780","GO:0045620","negative regulation of lymphocyte differ...",21,1,1.12,"1.00000","0.82298"
"2781","GO:0045621","positive regulation of lymphocyte differ...",39,1,2.07,"1.00000","0.39069"
"2782","GO:0009112","nucleobase metabolic process",43,1,2.28,"1.00000","1.00000"
"2783","GO:0009116","nucleoside metabolic process",112,1,5.95,"1.00000","0.57962"
"2784","GO:0009119","ribonucleoside metabolic process",101,1,5.36,"1.00000","1.00000"
"2785","GO:0048934","peripheral nervous system neuron differe...",18,1,0.96,"1.00000","1.00000"
"2786","GO:0030168","platelet activation",73,2,3.88,"1.00000","0.46751"
"2787","GO:0044003","modulation by symbiont of host process",52,6,2.76,"1.00000","0.44455"
"2788","GO:0099172","presynapse organization",52,1,2.76,"1.00000","1.00000"
"2789","GO:0099173","postsynapse organization",75,5,3.98,"1.00000","0.19119"
"2790","GO:0009141","nucleoside triphosphate metabolic proces...",258,11,13.7,"1.00000","0.71854"
"2791","GO:0099174","regulation of presynapse organization",29,1,1.54,"1.00000","0.34877"
"2792","GO:0009142","nucleoside triphosphate biosynthetic pro...",116,5,6.16,"1.00000","0.28447"
"2793","GO:0009144","purine nucleoside triphosphate metabolic...",238,11,12.64,"1.00000","1.00000"
"2794","GO:0099177","regulation of trans-synaptic signaling",316,42,16.78,"1.00000","1.00000"
"2795","GO:0009145","purine nucleoside triphosphate biosynthe...",102,5,5.42,"1.00000","0.04939"
"2796","GO:0045619","regulation of lymphocyte differentiation",80,1,4.25,"1.00000","0.24247"
"2797","GO:0030155","regulation of cell adhesion",407,24,21.62,"1.00000","0.91060"
"2798","GO:0099120","socially cooperative development",12,2,0.64,"1.00000","1.00000"
"2799","GO:0023061","signal release",391,28,20.77,"1.00000","0.12752"
"2800","GO:1901678","iron coordination entity transport",15,1,0.8,"1.00000","0.94023"
"2801","GO:0009134","nucleoside diphosphate catabolic process",65,5,3.45,"1.00000","1.00000"
"2802","GO:0009135","purine nucleoside diphosphate metabolic ...",80,6,4.25,"1.00000","1.00000"
"2803","GO:0009137","purine nucleoside diphosphate catabolic ...",63,5,3.35,"1.00000","1.00000"
"2804","GO:0030182","neuron differentiation",1369,109,72.71,"1.00000","0.28346"
"2805","GO:0051964","negative regulation of synapse assembly",55,2,2.92,"1.00000","0.11689"
"2806","GO:0099111","microtubule-based transport",166,5,8.82,"1.00000","1.00000"
"2807","GO:0023051","regulation of signaling",2171,140,115.3,"1.00000","0.48601"
"2808","GO:0035601","protein deacylation",68,2,3.61,"1.00000","0.43398"
"2809","GO:0023056","positive regulation of signaling",1140,64,60.55,"1.00000","0.57414"
"2810","GO:0023058","adaptation of signaling pathway",20,3,1.06,"1.00000","0.37874"
"2811","GO:0045637","regulation of myeloid cell differentiati...",170,13,9.03,"1.00000","0.40299"
"2812","GO:0051953","negative regulation of amine transport",27,3,1.43,"1.00000","1.00000"
"2813","GO:0045639","positive regulation of myeloid cell diff...",88,4,4.67,"1.00000","0.41630"
"2814","GO:0051954","positive regulation of amine transport",42,3,2.23,"1.00000","0.20073"
"2815","GO:0051955","regulation of amino acid transport",43,9,2.28,"1.00000","0.43322"
"2816","GO:1901615","organic hydroxy compound metabolic proce...",376,19,19.97,"1.00000","0.44924"
"2817","GO:0030177","positive regulation of Wnt signaling pat...",116,2,6.16,"1.00000","0.17549"
"2818","GO:1901617","organic hydroxy compound biosynthetic pr...",140,9,7.44,"1.00000","0.74058"
"2819","GO:0060324","face development",48,5,2.55,"1.00000","0.53720"
"2820","GO:0060326","cell chemotaxis",119,7,6.32,"1.00000","0.29599"
"2821","GO:0051983","regulation of chromosome segregation",116,2,6.16,"1.00000","0.20701"
"2822","GO:0051984","positive regulation of chromosome segreg...",39,1,2.07,"1.00000","0.72350"
"2823","GO:0051985","negative regulation of chromosome segreg...",51,1,2.71,"1.00000","0.39595"
"2824","GO:0033060","ocellus pigmentation",18,5,0.96,"1.00000","1.00000"
"2825","GO:0043094","cellular metabolic compound salvage",51,1,2.71,"1.00000","0.96271"
"2826","GO:0009100","glycoprotein metabolic process",298,17,15.83,"1.00000","0.84844"
"2827","GO:0009101","glycoprotein biosynthetic process",245,13,13.01,"1.00000","0.70517"
"2828","GO:0060317","cardiac epithelial to mesenchymal transi...",21,1,1.12,"1.00000","0.69431"
"2829","GO:0060343","trabecula formation",21,1,1.12,"1.00000","0.51168"
"2830","GO:0045604","regulation of epidermal cell differentia...",24,1,1.27,"1.00000","0.79670"
"2831","GO:0033059","cellular pigmentation",44,1,2.34,"1.00000","0.41292"
"2832","GO:0061951","establishment of protein localization to...",61,1,3.24,"1.00000","0.08913"
"2833","GO:0060349","bone morphogenesis",48,3,2.55,"1.00000","0.87878"
"2834","GO:0051924","regulation of calcium ion transport",140,12,7.44,"1.00000","0.84234"
"2835","GO:0051928","positive regulation of calcium ion trans...",65,6,3.45,"1.00000","0.49048"
"2836","GO:0030148","sphingolipid biosynthetic process",71,2,3.77,"1.00000","0.26148"
"2837","GO:1905214","regulation of RNA binding",13,1,0.69,"1.00000","1.00000"
"2838","GO:0061982","meiosis I cell cycle process",158,1,8.39,"1.00000","0.38159"
"2839","GO:1905216","positive regulation of RNA binding",11,1,0.58,"1.00000","0.45429"
"2840","GO:0043063","intercellular bridge organization",13,1,0.69,"1.00000","1.00000"
"2841","GO:0019751","polyol metabolic process",67,2,3.56,"1.00000","0.67988"
"2842","GO:0170033","L-amino acid metabolic process",169,6,8.98,"1.00000","0.03709"
"2843","GO:0043067","regulation of programmed cell death",1157,51,61.45,"1.00000","0.56475"
"2844","GO:1905242","response to 3,3',5-triiodo-L-thyronine",19,2,1.01,"1.00000","0.45644"
"2845","GO:0170034","L-amino acid biosynthetic process",66,3,3.51,"1.00000","1.00000"
"2846","GO:0043068","positive regulation of programmed cell d...",582,21,30.91,"1.00000","0.12135"
"2847","GO:0170038","proteinogenic amino acid biosynthetic pr...",66,3,3.51,"1.00000","1.00000"
"2848","GO:0170039","proteinogenic amino acid metabolic proce...",156,6,8.29,"1.00000","0.30511"
"2849","GO:0009299","mRNA transcription",22,1,1.17,"1.00000","0.03287"
"2850","GO:1901605","alpha-amino acid metabolic process",211,8,11.21,"1.00000","0.86314"
"2851","GO:1901606","alpha-amino acid catabolic process",85,1,4.51,"1.00000","0.54694"
"2852","GO:1901607","alpha-amino acid biosynthetic process",80,3,4.25,"1.00000","0.51621"
"2853","GO:0033028","myeloid cell apoptotic process",12,1,0.64,"1.00000","1.00000"
"2854","GO:0051937","catecholamine transport",63,9,3.35,"1.00000","1.00000"
"2855","GO:0033013","tetrapyrrole metabolic process",52,4,2.76,"1.00000","1.00000"
"2856","GO:0043086","negative regulation of catalytic activit...",468,23,24.86,"1.00000","0.12637"
"2857","GO:0043087","regulation of GTPase activity",259,8,13.76,"1.00000","0.20336"
"2858","GO:0060306","regulation of membrane repolarization",23,4,1.22,"1.00000","0.58547"
"2859","GO:0061919","process utilizing autophagic mechanism",454,10,24.11,"1.00000","1.00000"
"2860","GO:0033043","regulation of organelle organization",1011,29,53.69,"1.00000","0.41544"
"2861","GO:0009260","ribonucleotide biosynthetic process",181,7,9.61,"1.00000","0.48101"
"2862","GO:0009261","ribonucleotide catabolic process",78,5,4.14,"1.00000","0.63170"
"2863","GO:0033045","regulation of sister chromatid segregati...",97,2,5.15,"1.00000","0.56182"
"2864","GO:0009262","deoxyribonucleotide metabolic process",31,1,1.65,"1.00000","1.00000"
"2865","GO:0019724","B cell mediated immunity",36,1,1.91,"1.00000","1.00000"
"2866","GO:0019725","cellular homeostasis",609,46,32.34,"1.00000","0.83204"
"2867","GO:0033047","regulation of mitotic sister chromatid s...",76,1,4.04,"1.00000","0.86288"
"2868","GO:0009250","glucan biosynthetic process",45,1,2.39,"1.00000","0.58565"
"2869","GO:0010256","endomembrane system organization",408,10,21.67,"1.00000","1.00000"
"2870","GO:0090407","organophosphate biosynthetic process",519,14,27.56,"1.00000","0.67784"
"2871","GO:0033036","macromolecule localization",2304,88,122.37,"1.00000","0.19277"
"2872","GO:0098926","postsynaptic signal transduction",25,4,1.33,"1.00000","0.72606"
"2873","GO:1905209","positive regulation of cardiocyte differ...",20,2,1.06,"1.00000","0.11862"
"2874","GO:0009259","ribonucleotide metabolic process",388,17,20.61,"1.00000","0.33110"
"2875","GO:0051904","pigment granule transport",20,1,1.06,"1.00000","0.90629"
"2876","GO:0051905","establishment of pigment granule localiz...",21,1,1.12,"1.00000","1.00000"
"2877","GO:1903963","arachidonate transport",14,1,0.74,"1.00000","1.00000"
"2878","GO:0070302","regulation of stress-activated protein k...",194,2,10.3,"1.00000","1.00000"
"2879","GO:0070303","negative regulation of stress-activated ...",52,1,2.76,"1.00000","1.00000"
"2880","GO:0060491","regulation of cell projection assembly",172,4,9.13,"1.00000","1.00000"
"2881","GO:0098916","anterograde trans-synaptic signaling",533,76,28.31,"1.00000","1.00000"
"2882","GO:0019748","secondary metabolic process",86,12,4.57,"1.00000","0.92130"
"2883","GO:0033002","muscle cell proliferation",145,7,7.7,"1.00000","1.00000"
"2884","GO:0009225","nucleotide-sugar metabolic process",38,1,2.02,"1.00000","0.75154"
"2885","GO:0060465","pharynx development",36,1,1.91,"1.00000","0.65120"
"2886","GO:0003094","glomerular filtration",22,2,1.17,"1.00000","0.43810"
"2887","GO:0030261","chromosome condensation",62,1,3.29,"1.00000","0.14118"
"2888","GO:0030262","apoptotic nuclear changes",39,1,2.07,"1.00000","0.63662"
"2889","GO:0010243","response to organonitrogen compound",910,58,48.33,"1.00000","0.01237"
"2890","GO:0009247","glycolipid biosynthetic process",48,3,2.55,"1.00000","0.75590"
"2891","GO:0030252","growth hormone secretion",13,1,0.69,"1.00000","0.31234"
"2892","GO:0090162","establishment of epithelial cell polarit...",48,2,2.55,"1.00000","0.29666"
"2893","GO:0030258","lipid modification",171,3,9.08,"1.00000","0.38491"
"2894","GO:0071900","regulation of protein serine/threonine k...",373,13,19.81,"1.00000","0.04829"
"2895","GO:0043009","chordate embryonic development",580,34,30.8,"1.00000","0.02352"
"2896","GO:0140352","export from cell",1037,67,55.08,"1.00000","0.78969"
"2897","GO:0140353","lipid export from cell",32,1,1.7,"1.00000","0.42834"
"2898","GO:0060487","lung epithelial cell differentiation",18,2,0.96,"1.00000","0.86205"
"2899","GO:0060479","lung cell differentiation",20,2,1.06,"1.00000","0.98315"
"2900","GO:0090183","regulation of kidney development",35,2,1.86,"1.00000","0.75819"
"2901","GO:0090184","positive regulation of kidney developmen...",22,2,1.17,"1.00000","0.19065"
"2902","GO:0060420","regulation of heart growth",52,6,2.76,"1.00000","0.31585"
"2903","GO:0060421","positive regulation of heart growth",24,2,1.27,"1.00000","1.00000"
"2904","GO:0090189","regulation of branching involved in uret...",14,2,0.74,"1.00000","1.00000"
"2905","GO:0050432","catecholamine secretion",52,8,2.76,"1.00000","0.56496"
"2906","GO:0050433","regulation of catecholamine secretion",49,8,2.6,"1.00000","0.95568"
"2907","GO:0060428","lung epithelium development",28,2,1.49,"1.00000","0.70148"
"2908","GO:0090174","organelle membrane fusion",128,7,6.8,"1.00000","0.60211"
"2909","GO:1905770","regulation of mesodermal cell differenti...",38,2,2.02,"1.00000","1.00000"
"2910","GO:0009201","ribonucleoside triphosphate biosynthetic...",108,5,5.74,"1.00000","0.02121"
"2911","GO:0060411","cardiac septum morphogenesis",44,4,2.34,"1.00000","0.89866"
"2912","GO:0003081","regulation of systemic arterial blood pr...",28,1,1.49,"1.00000","0.33337"
"2913","GO:0009205","purine ribonucleoside triphosphate metab...",231,11,12.27,"1.00000","0.63817"
"2914","GO:0009206","purine ribonucleoside triphosphate biosy...",101,5,5.36,"1.00000","0.92544"
"2915","GO:0060419","heart growth",69,6,3.66,"1.00000","0.30712"
"2916","GO:0030216","keratinocyte differentiation",46,2,2.44,"1.00000","0.74775"
"2917","GO:0120305","regulation of pigmentation",30,1,1.59,"1.00000","1.00000"
"2918","GO:0030218","erythrocyte differentiation",98,8,5.2,"1.00000","0.16895"
"2919","GO:0030219","megakaryocyte differentiation",41,3,2.18,"1.00000","1.00000"
"2920","GO:0042098","T cell proliferation",139,1,7.38,"1.00000","0.49452"
"2921","GO:0060443","mammary gland morphogenesis",33,1,1.75,"1.00000","0.44205"
"2922","GO:0003071","renal system process involved in regulat...",22,2,1.17,"1.00000","0.03789"
"2923","GO:0003073","regulation of systemic arterial blood pr...",68,7,3.61,"1.00000","0.05445"
"2924","GO:0060446","branching involved in open tracheal syst...",48,5,2.55,"1.00000","0.88607"
"2925","GO:1903900","regulation of viral life cycle",105,1,5.58,"1.00000","0.09005"
"2926","GO:1903901","negative regulation of viral life cycle",38,1,2.02,"1.00000","0.11051"
"2927","GO:1905710","positive regulation of membrane permeabi...",45,3,2.39,"1.00000","0.02403"
"2928","GO:0060438","trachea development",34,4,1.81,"1.00000","0.22350"
"2929","GO:0009790","embryo development",1523,107,80.89,"1.00000","0.76149"
"2930","GO:0003010","voluntary skeletal muscle contraction",13,2,0.69,"1.00000","1.00000"
"2931","GO:0003012","muscle system process",289,34,15.35,"1.00000","0.98127"
"2932","GO:0003013","circulatory system process",341,39,18.11,"1.00000","0.25455"
