"","GO.ID","Term","Annotated","Significant","Expected","classic"
"3822","GO:0071478","cellular response to radiation",193,5,10.25,"1.00000"
"3823","GO:0061448","connective tissue development",149,11,7.91,"1.00000"
"3824","GO:0007343","egg activation",45,1,2.39,"1.00000"
"3825","GO:0061430","bone trabecula morphogenesis",17,1,0.9,"1.00000"
"3826","GO:0051402","neuron apoptotic process",256,18,13.6,"1.00000"
"3827","GO:0061437","renal system vasculature development",13,2,0.69,"1.00000"
"3828","GO:2000278","regulation of DNA biosynthetic process",84,2,4.46,"1.00000"
"3829","GO:0002200","somatic diversification of immune recept...",44,1,2.34,"1.00000"
"3830","GO:0036314","response to sterol",45,1,2.39,"1.00000"
"3831","GO:0036315","cellular response to sterol",25,1,1.33,"1.00000"
"3832","GO:0002209","behavioral defense response",34,9,1.81,"1.00000"
"3833","GO:0042743","hydrogen peroxide metabolic process",35,1,1.86,"1.00000"
"3834","GO:0042745","circadian sleep/wake cycle",68,11,3.61,"1.00000"
"3835","GO:0042748","circadian sleep/wake cycle, non-REM slee...",21,6,1.12,"1.00000"
"3836","GO:1902369","negative regulation of RNA catabolic pro...",40,1,2.12,"1.00000"
"3837","GO:0072132","mesenchyme morphogenesis",31,2,1.65,"1.00000"
"3838","GO:0036344","platelet morphogenesis",19,2,1.01,"1.00000"
"3839","GO:1900542","regulation of purine nucleotide metaboli...",95,5,5.05,"1.00000"
"3840","GO:0042730","fibrinolysis",17,3,0.9,"1.00000"
"3841","GO:0097345","mitochondrial outer membrane permeabiliz...",35,1,1.86,"1.00000"
"3842","GO:0046324","regulation of glucose import",48,4,2.55,"1.00000"
"3843","GO:0022898","regulation of transmembrane transporter ...",134,16,7.12,"1.00000"
"3844","GO:0048144","fibroblast proliferation",85,5,4.51,"1.00000"
"3845","GO:2000242","negative regulation of reproductive proc...",88,3,4.67,"1.00000"
"3846","GO:0046329","negative regulation of JNK cascade",42,1,2.23,"1.00000"
"3847","GO:0048145","regulation of fibroblast proliferation",85,5,4.51,"1.00000"
"3848","GO:0055001","muscle cell development",197,21,10.46,"1.00000"
"3849","GO:0007306","egg chorion assembly",53,3,2.81,"1.00000"
"3850","GO:0002790","peptide secretion",387,16,20.55,"1.00000"
"3851","GO:0007308","oocyte construction",116,8,6.16,"1.00000"
"3852","GO:0034694","response to prostaglandin",17,1,0.9,"1.00000"
"3853","GO:0055006","cardiac cell development",58,4,3.08,"1.00000"
"3854","GO:0007309","oocyte axis specification",112,8,5.95,"1.00000"
"3855","GO:0055008","cardiac muscle tissue morphogenesis",58,5,3.08,"1.00000"
"3856","GO:0034698","response to gonadotropin",40,3,2.12,"1.00000"
"3857","GO:0048134","germ-line cyst formation",58,9,3.08,"1.00000"
"3858","GO:0048135","female germ-line cyst formation",40,9,2.12,"1.00000"
"3859","GO:1902373","negative regulation of mRNA catabolic pr...",35,1,1.86,"1.00000"
"3860","GO:1903421","regulation of synaptic vesicle recycling",24,2,1.27,"1.00000"
"3861","GO:1903423","positive regulation of synaptic vesicle ...",15,1,0.8,"1.00000"
"3862","GO:1903426","regulation of reactive oxygen species bi...",69,3,3.66,"1.00000"
"3863","GO:0046348","amino sugar catabolic process",23,3,1.22,"1.00000"
"3864","GO:0032890","regulation of organic acid transport",60,11,3.19,"1.00000"
"3865","GO:0042706","eye photoreceptor cell fate commitment",25,1,1.33,"1.00000"
"3866","GO:0036303","lymph vessel morphogenesis",12,4,0.64,"1.00000"
"3867","GO:0021761","limbic system development",105,12,5.58,"1.00000"
"3868","GO:0000910","cytokinesis",231,5,12.27,"1.00000"
"3869","GO:0034660","ncRNA metabolic process",536,7,28.47,"1.00000"
"3870","GO:0000912","assembly of actomyosin apparatus involve...",36,1,1.91,"1.00000"
"3871","GO:0065004","protein-DNA complex assembly",134,1,7.12,"1.00000"
"3872","GO:0017157","regulation of exocytosis",119,4,6.32,"1.00000"
"3873","GO:0085029","extracellular matrix assembly",32,5,1.7,"1.00000"
"3874","GO:0065005","protein-lipid complex assembly",19,1,1.01,"1.00000"
"3875","GO:0065007","biological regulation",6466,370,343.41,"1.00000"
"3876","GO:0000915","actomyosin contractile ring assembly",35,1,1.86,"1.00000"
"3877","GO:0002764","immune response-regulating signaling pat...",312,14,16.57,"1.00000"
"3878","GO:0051150","regulation of smooth muscle cell differe...",25,4,1.33,"1.00000"
"3879","GO:0051153","regulation of striated muscle cell diffe...",88,7,4.67,"1.00000"
"3880","GO:0002768","immune response-regulating cell surface ...",206,12,10.94,"1.00000"
"3881","GO:0051154","negative regulation of striated muscle c...",32,3,1.7,"1.00000"
"3882","GO:1903432","regulation of TORC1 signaling",42,2,2.23,"1.00000"
"3883","GO:0006397","mRNA processing",382,7,20.29,"1.00000"
"3884","GO:0034654","nucleobase-containing compound biosynthe...",2281,107,121.14,"1.00000"
"3885","GO:0034655","nucleobase-containing compound catabolic...",609,11,32.34,"1.00000"
"3886","GO:0002757","immune response-activating signaling pat...",301,13,15.99,"1.00000"
"3887","GO:0002758","innate immune response-activating signal...",188,5,9.98,"1.00000"
"3888","GO:0021782","glial cell development",101,12,5.36,"1.00000"
"3889","GO:1902337","regulation of apoptotic process involved...",11,1,0.58,"1.00000"
"3890","GO:0033554","cellular response to stress",1606,52,85.29,"1.00000"
"3891","GO:0033555","multicellular organismal response to str...",58,12,3.08,"1.00000"
"3892","GO:0002784","regulation of antimicrobial peptide prod...",26,1,1.38,"1.00000"
"3893","GO:0061162","establishment of monopolar cell polarity",43,2,2.28,"1.00000"
"3894","GO:0051170","import into nucleus",163,7,8.66,"1.00000"
"3895","GO:0033559","unsaturated fatty acid metabolic process",34,4,1.81,"1.00000"
"3896","GO:0051171","regulation of nitrogen compound metaboli...",3203,144,170.11,"1.00000"
"3897","GO:0051172","negative regulation of nitrogen compound...",1465,83,77.81,"1.00000"
"3898","GO:0051173","positive regulation of nitrogen compound...",2000,98,106.22,"1.00000"
"3899","GO:0051174","regulation of phosphorus metabolic proce...",1091,48,57.94,"1.00000"
"3900","GO:0018210","peptidyl-threonine modification",76,1,4.04,"1.00000"
"3901","GO:0008150","biological_process",9132,485,485,"1.00000"
"3902","GO:0018212","peptidyl-tyrosine modification",197,11,10.46,"1.00000"
"3903","GO:0051179","localization",4265,263,226.51,"1.00000"
"3904","GO:0106056","regulation of calcineurin-mediated signa...",21,1,1.12,"1.00000"
"3905","GO:0106058","positive regulation of calcineurin-media...",12,1,0.64,"1.00000"
"3906","GO:0008154","actin polymerization or depolymerization",157,4,8.34,"1.00000"
"3907","GO:0008156","negative regulation of DNA replication",35,1,1.86,"1.00000"
"3908","GO:0007469","antennal development",16,3,0.85,"1.00000"
"3909","GO:0002775","antimicrobial peptide production",28,1,1.49,"1.00000"
"3910","GO:0002777","antimicrobial peptide biosynthetic proce...",16,1,0.85,"1.00000"
"3911","GO:0051123","RNA polymerase II preinitiation complex ...",24,1,1.27,"1.00000"
"3912","GO:0006360","transcription by RNA polymerase I",77,1,4.09,"1.00000"
"3913","GO:0051125","regulation of actin nucleation",20,1,1.06,"1.00000"
"3914","GO:0032881","regulation of polysaccharide metabolic p...",50,1,2.66,"1.00000"
"3915","GO:0034620","cellular response to unfolded protein",136,2,7.22,"1.00000"
"3916","GO:0006366","transcription by RNA polymerase II",1418,87,75.31,"1.00000"
"3917","GO:0032885","regulation of polysaccharide biosyntheti...",42,1,2.23,"1.00000"
"3918","GO:0006368","transcription elongation by RNA polymera...",71,1,3.77,"1.00000"
"3919","GO:0032886","regulation of microtubule-based process",218,7,11.58,"1.00000"
"3920","GO:0061180","mammary gland epithelium development",45,2,2.39,"1.00000"
"3921","GO:0006351","DNA-templated transcription",1872,97,99.42,"1.00000"
"3922","GO:0006352","DNA-templated transcription initiation",208,4,11.05,"1.00000"
"3923","GO:0043550","regulation of lipid kinase activity",39,1,2.07,"1.00000"
"3924","GO:0006353","DNA-templated transcription termination",72,1,3.82,"1.00000"
"3925","GO:0006354","DNA-templated transcription elongation",82,2,4.36,"1.00000"
"3926","GO:0017145","stem cell division",120,7,6.37,"1.00000"
"3927","GO:1902305","regulation of sodium ion transmembrane t...",38,5,2.02,"1.00000"
"3928","GO:0007483","genital disc morphogenesis",13,1,0.69,"1.00000"
"3929","GO:1902306","negative regulation of sodium ion transm...",20,5,1.06,"1.00000"
"3930","GO:0007484","imaginal disc-derived genitalia developm...",17,1,0.9,"1.00000"
"3931","GO:0007485","imaginal disc-derived male genitalia dev...",16,1,0.85,"1.00000"
"3932","GO:0032878","regulation of establishment or maintenan...",37,1,1.97,"1.00000"
"3933","GO:0046496","nicotinamide nucleotide metabolic proces...",115,5,6.11,"1.00000"
"3934","GO:0036465","synaptic vesicle recycling",75,6,3.98,"1.00000"
"3935","GO:0016441","post-transcriptional gene silencing",133,7,7.06,"1.00000"
"3936","GO:0016444","somatic cell DNA recombination",40,1,2.12,"1.00000"
"3937","GO:0051146","striated muscle cell differentiation",277,25,14.71,"1.00000"
"3938","GO:0016445","somatic diversification of immunoglobuli...",34,1,1.81,"1.00000"
"3939","GO:0051147","regulation of muscle cell differentiatio...",126,11,6.69,"1.00000"
"3940","GO:0051148","negative regulation of muscle cell diffe...",48,7,2.55,"1.00000"
"3941","GO:0051149","positive regulation of muscle cell diffe...",52,3,2.76,"1.00000"
"3942","GO:0106027","neuron projection organization",65,7,3.45,"1.00000"
"3943","GO:0043586","tongue development",11,2,0.58,"1.00000"
"3944","GO:0034643","establishment of mitochondrion localizat...",22,2,1.17,"1.00000"
"3945","GO:0007478","leg disc morphogenesis",61,7,3.24,"1.00000"
"3946","GO:0050994","regulation of lipid catabolic process",28,2,1.49,"1.00000"
"3947","GO:0048265","response to pain",22,5,1.17,"1.00000"
"3948","GO:0042886","amide transport",1393,41,73.98,"1.00000"
"3949","GO:0043576","regulation of respiratory gaseous exchan...",31,7,1.65,"1.00000"
"3950","GO:0061117","negative regulation of heart growth",19,4,1.01,"1.00000"
"3951","GO:0048255","mRNA stabilization",29,1,1.54,"1.00000"
"3952","GO:0097484","dendrite extension",25,1,1.33,"1.00000"
"3953","GO:0097485","neuron projection guidance",399,50,21.19,"1.00000"
"3954","GO:0048259","regulation of receptor-mediated endocyto...",74,1,3.93,"1.00000"
"3955","GO:0007414","axonal defasciculation",19,2,1.01,"1.00000"
"3956","GO:0018205","peptidyl-lysine modification",241,3,12.8,"1.00000"
"3957","GO:0018208","peptidyl-proline modification",38,2,2.02,"1.00000"
"3958","GO:0035383","thioester metabolic process",66,1,3.51,"1.00000"
"3959","GO:0046466","membrane lipid catabolic process",25,1,1.33,"1.00000"
"3960","GO:0046467","membrane lipid biosynthetic process",105,3,5.58,"1.00000"
"3961","GO:0106030","neuron projection fasciculation",50,3,2.66,"1.00000"
"3962","GO:0006310","DNA recombination",207,1,10.99,"1.00000"
"3963","GO:0048285","organelle fission",503,5,26.71,"1.00000"
"3964","GO:0062237","protein localization to postsynapse",25,2,1.33,"1.00000"
"3965","GO:0007442","hindgut morphogenesis",64,6,3.4,"1.00000"
"3966","GO:0007446","imaginal disc growth",44,3,2.34,"1.00000"
"3967","GO:0072210","metanephric nephron development",22,4,1.17,"1.00000"
"3968","GO:0050961","detection of temperature stimulus involv...",25,6,1.33,"1.00000"
"3969","GO:0043519","regulation of myosin II filament organiz...",22,3,1.17,"1.00000"
"3970","GO:0050962","detection of light stimulus involved in ...",21,2,1.12,"1.00000"
"3971","GO:0051100","negative regulation of binding",147,8,7.81,"1.00000"
"3972","GO:0060996","dendritic spine development",75,3,3.98,"1.00000"
"3973","GO:0060997","dendritic spine morphogenesis",35,1,1.86,"1.00000"
"3974","GO:0046457","prostanoid biosynthetic process",19,1,1.01,"1.00000"
"3975","GO:0061136","regulation of proteasomal protein catabo...",184,5,9.77,"1.00000"
"3976","GO:0021700","developmental maturation",393,30,20.87,"1.00000"
"3977","GO:0061138","morphogenesis of a branching epithelium",195,20,10.36,"1.00000"
"3978","GO:0043543","protein acylation",184,2,9.77,"1.00000"
"3979","GO:0002700","regulation of production of molecular me...",100,3,5.31,"1.00000"
"3980","GO:0002702","positive regulation of production of mol...",77,2,4.09,"1.00000"
"3981","GO:0046483","heterocycle metabolic process",3735,142,198.37,"1.00000"
"3982","GO:0007439","ectodermal digestive tract development",14,1,0.74,"1.00000"
"3983","GO:0050951","sensory perception of temperature stimul...",29,6,1.54,"1.00000"
"3984","GO:0002703","regulation of leukocyte mediated immunit...",113,1,6,"1.00000"
"3985","GO:1903169","regulation of calcium ion transmembrane ...",93,11,4.94,"1.00000"
"3986","GO:0072243","metanephric nephron epithelium developme...",19,2,1.01,"1.00000"
"3987","GO:1904259","regulation of basement membrane assembly...",12,5,0.64,"1.00000"
"3988","GO:0046486","glycerolipid metabolic process",308,9,16.36,"1.00000"
"3989","GO:0002706","regulation of lymphocyte mediated immuni...",82,1,4.36,"1.00000"
"3990","GO:0046488","phosphatidylinositol metabolic process",161,4,8.55,"1.00000"
"3991","GO:0035329","hippo signaling",67,4,3.56,"1.00000"
"3992","GO:2000725","regulation of cardiac muscle cell differ...",35,4,1.86,"1.00000"
"3993","GO:0033500","carbohydrate homeostasis",198,4,10.52,"1.00000"
"3994","GO:0043534","blood vessel endothelial cell migration",78,3,4.14,"1.00000"
"3995","GO:0043535","regulation of blood vessel endothelial c...",63,3,3.35,"1.00000"
"3996","GO:0046473","phosphatidic acid metabolic process",39,2,2.07,"1.00000"
"3997","GO:0046474","glycerophospholipid biosynthetic process",207,5,10.99,"1.00000"
"3998","GO:1901360","organic cyclic compound metabolic proces...",3885,152,206.33,"1.00000"
"3999","GO:0035316","non-sensory hair organization",55,3,2.92,"1.00000"
"4000","GO:0062207","regulation of pattern recognition recept...",75,4,3.98,"1.00000"
"4001","GO:0062208","positive regulation of pattern recogniti...",38,2,2.02,"1.00000"
"4002","GO:0046425","regulation of receptor signaling pathway...",66,3,3.51,"1.00000"
"4003","GO:0060967","negative regulation of gene silencing by...",23,1,1.22,"1.00000"
"4004","GO:0051293","establishment of spindle localization",98,4,5.2,"1.00000"
"4005","GO:0048243","norepinephrine secretion",13,1,0.69,"1.00000"
"4006","GO:0016192","vesicle-mediated transport",1393,63,73.98,"1.00000"
"4007","GO:1903170","negative regulation of calcium ion trans...",24,6,1.27,"1.00000"
"4008","GO:0097435","supramolecular fiber organization",483,34,25.65,"1.00000"
"4009","GO:0016197","endosomal transport",269,4,14.29,"1.00000"
"4010","GO:0051299","centrosome separation",29,1,1.54,"1.00000"
"4011","GO:0016198","axon choice point recognition",39,1,2.07,"1.00000"
"4012","GO:0045321","leukocyte activation",741,32,39.35,"1.00000"
"4013","GO:0021895","cerebral cortex neuron differentiation",20,3,1.06,"1.00000"
"4014","GO:0035330","regulation of hippo signaling",43,4,2.28,"1.00000"
"4015","GO:0050920","regulation of chemotaxis",171,15,9.08,"1.00000"
"4016","GO:1901380","negative regulation of potassium ion tra...",21,1,1.12,"1.00000"
"4017","GO:0048232","male gamete generation",568,31,30.17,"1.00000"
"4018","GO:1901381","positive regulation of potassium ion tra...",21,5,1.12,"1.00000"
"4019","GO:0038202","TORC1 signaling",56,2,2.97,"1.00000"
"4020","GO:0043500","muscle adaptation",90,7,4.78,"1.00000"
"4021","GO:1902473","regulation of protein localization to sy...",12,2,0.64,"1.00000"
"4022","GO:0043501","skeletal muscle adaptation",25,3,1.33,"1.00000"
"4023","GO:0006304","DNA modification",82,4,4.36,"1.00000"
"4024","GO:0043502","regulation of muscle adaptation",76,7,4.04,"1.00000"
"4025","GO:2000736","regulation of stem cell differentiation",69,3,3.66,"1.00000"
"4026","GO:0006305","DNA alkylation",58,3,3.08,"1.00000"
"4027","GO:2001056","positive regulation of cysteine-type end...",142,3,7.54,"1.00000"
"4028","GO:2001057","reactive nitrogen species metabolic proc...",42,5,2.23,"1.00000"
"4029","GO:0006308","DNA catabolic process",46,1,2.44,"1.00000"
"4030","GO:0043506","regulation of JUN kinase activity",105,1,5.58,"1.00000"
"4031","GO:0060986","endocrine hormone secretion",30,3,1.59,"1.00000"
"4032","GO:0072207","metanephric epithelium development",20,2,1.06,"1.00000"
"4033","GO:1901374","acetate ester transport",29,3,1.54,"1.00000"
"4034","GO:1903115","regulation of actin filament-based movem...",21,5,1.12,"1.00000"
"4035","GO:0060972","left/right pattern formation",176,14,9.35,"1.00000"
"4036","GO:0046434","organophosphate catabolic process",154,7,8.18,"1.00000"
"4037","GO:0051261","protein depolymerization",70,2,3.72,"1.00000"
"4038","GO:0051262","protein tetramerization",103,7,5.47,"1.00000"
"4039","GO:0060977","coronary vasculature morphogenesis",20,2,1.06,"1.00000"
"4040","GO:1902410","mitotic cytokinetic process",33,1,1.75,"1.00000"
"4041","GO:1902414","protein localization to cell junction",78,7,4.14,"1.00000"
"4042","GO:1902415","regulation of mRNA binding",12,1,0.64,"1.00000"
"4043","GO:0035303","regulation of dephosphorylation",145,8,7.7,"1.00000"
"4044","GO:0035304","regulation of protein dephosphorylation",87,4,4.62,"1.00000"
"4045","GO:0051250","negative regulation of lymphocyte activa...",65,1,3.45,"1.00000"
"4046","GO:0035305","negative regulation of dephosphorylation",65,4,3.45,"1.00000"
"4047","GO:0051251","positive regulation of lymphocyte activa...",133,5,7.06,"1.00000"
"4048","GO:0035306","positive regulation of dephosphorylation",49,4,2.6,"1.00000"
"4049","GO:0051252","regulation of RNA metabolic process",2006,105,106.54,"1.00000"
"4050","GO:0051253","negative regulation of RNA metabolic pro...",816,54,43.34,"1.00000"
"4051","GO:0051254","positive regulation of RNA metabolic pro...",1073,61,56.99,"1.00000"
"4052","GO:1903131","mononuclear cell differentiation",240,9,12.75,"1.00000"
"4053","GO:0048207","vesicle targeting, rough ER to cis-Golgi",47,1,2.5,"1.00000"
"4054","GO:2001026","regulation of endothelial cell chemotaxi...",19,2,1.01,"1.00000"
"4055","GO:0006497","protein lipidation",67,1,3.56,"1.00000"
"4056","GO:0043696","dedifferentiation",10,2,0.53,"1.00000"
"4057","GO:0019098","reproductive behavior",264,28,14.02,"1.00000"
"4058","GO:0070988","demethylation",28,2,1.49,"1.00000"
"4059","GO:0016180","snRNA processing",30,1,1.59,"1.00000"
"4060","GO:0051282","regulation of sequestering of calcium io...",73,9,3.88,"1.00000"
"4061","GO:0051283","negative regulation of sequestering of c...",71,9,3.77,"1.00000"
"4062","GO:1901342","regulation of vasculature development",153,7,8.13,"1.00000"
"4063","GO:0042593","glucose homeostasis",193,4,10.25,"1.00000"
"4064","GO:0042596","fear response",37,9,1.97,"1.00000"
"4065","GO:0021885","forebrain cell migration",58,3,3.08,"1.00000"
"4066","GO:0001752","compound eye photoreceptor fate commitme...",25,1,1.33,"1.00000"
"4067","GO:0001754","eye photoreceptor cell differentiation",185,11,9.83,"1.00000"
"4068","GO:0021889","olfactory bulb interneuron differentiati...",12,1,0.64,"1.00000"
"4069","GO:0070977","bone maturation",28,2,1.49,"1.00000"
"4070","GO:1901334","lactone metabolic process",10,1,0.53,"1.00000"
"4071","GO:0097193","intrinsic apoptotic signaling pathway",275,4,14.61,"1.00000"
"4072","GO:0097194","execution phase of apoptosis",105,2,5.58,"1.00000"
"4073","GO:0021872","forebrain generation of neurons",56,4,2.97,"1.00000"
"4074","GO:0007164","establishment of tissue polarity",131,7,6.96,"1.00000"
"4075","GO:0070920","regulation of regulatory ncRNA processin...",18,5,0.96,"1.00000"
"4076","GO:0001783","B cell apoptotic process",22,2,1.17,"1.00000"
"4077","GO:0033687","osteoblast proliferation",41,1,2.18,"1.00000"
"4078","GO:0070925","organelle assembly",906,27,48.12,"1.00000"
"4079","GO:0033688","regulation of osteoblast proliferation",39,1,2.07,"1.00000"
"4080","GO:0051220","cytoplasmic sequestering of protein",29,2,1.54,"1.00000"
"4081","GO:0051223","regulation of protein transport",462,16,24.54,"1.00000"
"4082","GO:0050906","detection of stimulus involved in sensor...",112,26,5.95,"1.00000"
"4083","GO:0051224","negative regulation of protein transport",94,4,4.99,"1.00000"
"4084","GO:0051225","spindle assembly",151,1,8.02,"1.00000"
"4085","GO:0016126","sterol biosynthetic process",50,1,2.66,"1.00000"
"4086","GO:0048799","animal organ maturation",29,2,1.54,"1.00000"
"4087","GO:0033673","negative regulation of kinase activity",203,7,10.78,"1.00000"
"4088","GO:0043666","regulation of phosphoprotein phosphatase...",63,1,3.35,"1.00000"
"4089","GO:0033674","positive regulation of kinase activity",408,20,21.67,"1.00000"
"4090","GO:0021826","substrate-independent telencephalic tang...",11,2,0.58,"1.00000"
"4091","GO:0001776","leukocyte homeostasis",57,2,3.03,"1.00000"
"4092","GO:0070918","regulatory ncRNA processing",112,6,5.95,"1.00000"
"4093","GO:1902407","assembly of actomyosin apparatus involve...",18,1,0.96,"1.00000"
"4094","GO:0007188","adenylate cyclase-modulating G protein-c...",103,8,5.47,"1.00000"
"4095","GO:0019058","viral life cycle",175,3,9.29,"1.00000"
"4096","GO:0071265","L-methionine biosynthetic process",18,1,0.96,"1.00000"
"4097","GO:0002819","regulation of adaptive immune response",96,2,5.1,"1.00000"
"4098","GO:0042551","neuron maturation",83,8,4.41,"1.00000"
"4099","GO:0042552","myelination",99,7,5.26,"1.00000"
"4100","GO:0019080","viral gene expression",62,1,3.29,"1.00000"
"4101","GO:0019081","viral translation",31,1,1.65,"1.00000"
"4102","GO:0051249","regulation of lymphocyte activation",224,6,11.9,"1.00000"
"4103","GO:0001710","mesodermal cell fate commitment",47,3,2.5,"1.00000"
"4104","GO:0012501","programmed cell death",1363,57,72.39,"1.00000"
"4105","GO:0001711","endodermal cell fate commitment",27,2,1.43,"1.00000"
"4106","GO:0042558","pteridine-containing compound metabolic ...",47,5,2.5,"1.00000"
"4107","GO:0007178","transmembrane receptor protein serine/th...",277,21,14.71,"1.00000"
"4108","GO:0033619","membrane protein proteolysis",92,7,4.89,"1.00000"
"4109","GO:0048762","mesenchymal cell differentiation",142,13,7.54,"1.00000"
"4110","GO:0051234","establishment of localization",3408,202,181,"1.00000"
"4111","GO:0051235","maintenance of location",338,20,17.95,"1.00000"
"4112","GO:0006473","protein acetylation",161,2,8.55,"1.00000"
"4113","GO:0006475","internal protein amino acid acetylation",111,1,5.9,"1.00000"
"4114","GO:0008211","glucocorticoid metabolic process",15,6,0.8,"1.00000"
"4115","GO:0008213","protein alkylation",116,4,6.16,"1.00000"
"4116","GO:0002831","regulation of response to biotic stimulu...",341,11,18.11,"1.00000"
"4117","GO:0002833","positive regulation of response to bioti...",256,6,13.6,"1.00000"
"4118","GO:0008219","cell death",1380,57,73.29,"1.00000"
"4119","GO:0019079","viral genome replication",94,1,4.99,"1.00000"
"4120","GO:0048754","branching morphogenesis of an epithelial...",184,20,9.77,"1.00000"
"4121","GO:0061217","regulation of mesonephros development",14,2,0.74,"1.00000"
"4122","GO:0141124","intracellular signaling cassette",1029,62,54.65,"1.00000"
"4123","GO:0046165","alcohol biosynthetic process",99,7,5.26,"1.00000"
"4124","GO:0001738","morphogenesis of a polarized epithelium",152,7,8.07,"1.00000"
"4125","GO:0061245","establishment or maintenance of bipolar ...",96,11,5.1,"1.00000"
"4126","GO:0006412","translation",853,7,45.3,"1.00000"
"4127","GO:0006417","regulation of translation",330,5,17.53,"1.00000"
"4128","GO:0097178","ruffle assembly",27,1,1.43,"1.00000"
"4129","GO:0046152","ommochrome metabolic process",18,5,0.96,"1.00000"
"4130","GO:0045466","R7 cell differentiation",39,1,2.07,"1.00000"
"4131","GO:0048771","tissue remodeling",130,6,6.9,"1.00000"
"4132","GO:0016101","diterpenoid metabolic process",53,3,2.81,"1.00000"
"4133","GO:0046158","ocellus pigment metabolic process",18,5,0.96,"1.00000"
"4134","GO:0051208","sequestering of calcium ion",77,9,4.09,"1.00000"
"4135","GO:0051209","release of sequestered calcium ion into ...",65,9,3.45,"1.00000"
"4136","GO:0043647","inositol phosphate metabolic process",39,1,2.07,"1.00000"
"4137","GO:0043648","dicarboxylic acid metabolic process",83,3,4.41,"1.00000"
"4138","GO:0071216","cellular response to biotic stimulus",157,6,8.34,"1.00000"
"4139","GO:0071219","cellular response to molecule of bacteri...",139,6,7.38,"1.00000"
"4140","GO:0036119","response to platelet-derived growth fact...",23,1,1.22,"1.00000"
"4141","GO:0043632","modification-dependent macromolecule cat...",512,11,27.19,"1.00000"
"4142","GO:0141137","positive regulation of gene expression, ...",46,1,2.44,"1.00000"
"4143","GO:0042546","cell wall biogenesis",18,1,0.96,"1.00000"
"4144","GO:0071241","cellular response to inorganic substance",172,20,9.13,"1.00000"
"4145","GO:0001703","gastrulation with mouth forming first",34,5,1.81,"1.00000"
"4146","GO:0001704","formation of primary germ layer",137,14,7.28,"1.00000"
"4147","GO:0046173","polyol biosynthetic process",34,2,1.81,"1.00000"
"4148","GO:0048713","regulation of oligodendrocyte differenti...",29,6,1.54,"1.00000"
"4149","GO:0071248","cellular response to metal ion",145,19,7.7,"1.00000"
"4150","GO:0032501","multicellular organismal process",5266,336,279.68,"1.00000"
"4151","GO:0008202","steroid metabolic process",196,13,10.41,"1.00000"
"4152","GO:0045472","response to ether",29,7,1.54,"1.00000"
"4153","GO:0032506","cytokinetic process",72,2,3.82,"1.00000"
"4154","GO:0008207","C21-steroid hormone metabolic process",14,3,0.74,"1.00000"
"4155","GO:1905097","regulation of guanyl-nucleotide exchange...",18,2,0.96,"1.00000"
"4156","GO:0046128","purine ribonucleoside metabolic process",79,1,4.2,"1.00000"
"4157","GO:0048730","epidermis morphogenesis",36,1,1.91,"1.00000"
"4158","GO:0045428","regulation of nitric oxide biosynthetic ...",34,3,1.81,"1.00000"
"4159","GO:1902170","cellular response to reactive nitrogen s...",15,3,0.8,"1.00000"
"4160","GO:0006402","mRNA catabolic process",410,2,21.78,"1.00000"
"4161","GO:0048736","appendage development",371,32,19.7,"1.00000"
"4162","GO:0006403","RNA localization",266,1,14.13,"1.00000"
"4163","GO:0048737","imaginal disc-derived appendage developm...",242,22,12.85,"1.00000"
"4164","GO:0001890","placenta development",113,5,6,"1.00000"
"4165","GO:0001895","retina homeostasis",56,6,2.97,"1.00000"
"4166","GO:1904747","positive regulation of apoptotic process...",23,1,1.22,"1.00000"
"4167","GO:1904748","regulation of apoptotic process involved...",32,1,1.7,"1.00000"
"4168","GO:0051767","nitric-oxide synthase biosynthetic proce...",14,1,0.74,"1.00000"
"4169","GO:0007292","female gamete generation",720,39,38.24,"1.00000"
"4170","GO:0051769","regulation of nitric-oxide synthase bios...",14,1,0.74,"1.00000"
"4171","GO:1902116","negative regulation of organelle assembl...",36,1,1.91,"1.00000"
"4172","GO:1902117","positive regulation of organelle assembl...",80,2,4.25,"1.00000"
"4173","GO:0007297","follicle cell of egg chamber migration",131,10,6.96,"1.00000"
"4174","GO:0002562","somatic diversification of immune recept...",38,1,2.02,"1.00000"
"4175","GO:1904738","vascular associated smooth muscle cell m...",21,2,1.12,"1.00000"
"4176","GO:0048707","instar larval or pupal morphogenesis",334,29,17.74,"1.00000"
"4177","GO:0048708","astrocyte differentiation",45,4,2.39,"1.00000"
"4178","GO:0006195","purine nucleotide catabolic process",89,5,4.73,"1.00000"
"4179","GO:0021554","optic nerve development",19,4,1.01,"1.00000"
"4180","GO:0051780","behavioral response to nutrient",14,6,0.74,"1.00000"
"4181","GO:0051783","regulation of nuclear division",187,2,9.93,"1.00000"
"4182","GO:0051784","negative regulation of nuclear division",66,1,3.51,"1.00000"
"4183","GO:0051785","positive regulation of nuclear division",55,1,2.92,"1.00000"
"4184","GO:0042692","muscle cell differentiation",344,30,18.27,"1.00000"
"4185","GO:0042698","ovulation cycle",41,3,2.18,"1.00000"
"4186","GO:0036293","response to decreased oxygen levels",283,13,15.03,"1.00000"
"4187","GO:0036294","cellular response to decreased oxygen le...",135,4,7.17,"1.00000"
"4188","GO:0036296","response to increased oxygen levels",46,7,2.44,"1.00000"
